road_id,grid_row,grid_col,road_length_m,road_class,road_name,lanes,width_m,maxspeed_kmh,lanes_source,width_source,speed_source,elevation_m,imperviousness,infiltration_mm_hr,flow_accumulation,flow_direction,twi,slope_deg
R-1004,48,8,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,4.97,0.749,2.51,1.16,8,7.336,1.64
R-1004,48,9,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,5.4,0.745,2.55,1.07,1,7.278,1.59
R-1004,48,10,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,5.74,0.741,2.59,1.0,1,7.202,1.58
R-1004,49,10,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,5.41,0.745,2.55,1.0,16,6.824,2.24
R-1004,49,11,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,5.41,0.745,2.55,1.0,16,6.778,2.25
R-1004,50,12,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,5.09,0.748,2.52,1.0,8,6.565,2.57
R-1004,50,13,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,4.99,0.748,2.52,1.0,8,6.583,2.5
R-1004,51,14,182.63,tertiary,Sharada Devi Road,2,8.0,40,estimated,estimated,estimated,4.2,0.756,2.44,1.14,8,6.665,2.42
R-1005,54,1,7.73,residential,,2,6.0,30,estimated,estimated,estimated,0.78,0.788,2.12,1.9,2,7.408,2.99
R-1005,54,0,7.73,residential,,2,6.0,30,estimated,estimated,estimated,0.79,0.788,2.12,1.79,2,7.39,
R-1006,54,1,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.78,0.788,2.12,1.9,2,7.408,2.99
R-1006,55,2,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.3,0.793,2.07,6.71,2,8.651,1.89
R-1006,55,3,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.14,0.794,2.06,11.8,0,9.382,1.89
R-1006,56,3,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.04,0.795,2.05,14.39,0,10.175,0.79
R-1006,56,4,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.01,0.795,2.05,19.9,0,10.883,0.86
R-1006,56,5,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.1,0.794,2.06,14.84,0,9.908,1.59
R-1006,57,5,97.11,residential,,2,6.0,30,estimated,estimated,estimated,-0.0,0.795,2.05,13.44,0,9.787,1.36
R-1006,57,6,97.11,residential,,2,6.0,30,estimated,estimated,estimated,-0.0,0.795,2.05,9.02,32,8.978,2.02
R-1006,57,7,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.1,0.794,2.06,5.16,32,8.249,2.61
R-1006,58,7,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.1,0.794,2.06,3.88,64,8.147,2.26
R-1006,58,8,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.78,0.788,2.12,3.37,64,7.776,2.64
R-1006,59,9,97.11,residential,,2,6.0,30,estimated,estimated,estimated,1.46,0.782,2.18,1.8,32,7.094,3.03
R-1006,59,10,97.11,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,1.45,32,6.734,3.34
R-1007,59,10,97.11,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,1.45,32,6.734,3.34
R-1007,59,9,97.11,residential,,2,6.0,30,estimated,estimated,estimated,1.46,0.782,2.18,1.8,32,7.094,3.03
R-1007,58,8,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.78,0.788,2.12,3.37,64,7.776,2.64
R-1007,58,7,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.1,0.794,2.06,3.88,64,8.147,2.26
R-1007,57,7,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.1,0.794,2.06,5.16,32,8.249,2.61
R-1007,57,6,97.11,residential,,2,6.0,30,estimated,estimated,estimated,-0.0,0.795,2.05,9.02,32,8.978,2.02
R-1007,57,5,97.11,residential,,2,6.0,30,estimated,estimated,estimated,-0.0,0.795,2.05,13.44,0,9.787,1.36
R-1007,56,5,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.1,0.794,2.06,14.84,0,9.908,1.59
R-1007,56,4,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.01,0.795,2.05,19.9,0,10.883,0.86
R-1007,56,3,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.04,0.795,2.05,14.39,0,10.175,0.79
R-1007,55,3,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.14,0.794,2.06,11.8,0,9.382,1.89
R-1007,55,2,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.3,0.793,2.07,6.71,2,8.651,1.89
R-1007,54,1,97.11,residential,,2,6.0,30,estimated,estimated,estimated,0.78,0.788,2.12,1.9,2,7.408,2.99
R-1008,59,10,141.24,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,1.45,32,6.734,3.34
R-1008,60,9,141.24,residential,,2,6.0,30,estimated,estimated,estimated,1.34,0.783,2.17,1.34,32,6.938,2.99
R-1008,61,9,141.24,residential,,2,6.0,30,estimated,estimated,estimated,1.1,0.785,2.15,1.49,32,6.939,2.92
R-1008,62,8,141.24,residential,,2,6.0,30,estimated,estimated,estimated,0.46,0.791,2.09,1.43,8,7.086,2.18
R-1008,63,8,141.24,residential,,2,6.0,30,estimated,estimated,estimated,0.25,0.793,2.07,1.81,8,7.122,2.12
R-1008,63,7,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.09,0.796,2.04,1.7,8,7.243,1.5
R-1008,64,7,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.41,0.799,2.01,3.25,8,7.69,1.62
R-1008,65,6,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.73,0.802,1.98,4.25,16,7.943,1.92
R-1008,66,6,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.03,0.805,1.95,5.19,16,8.292,1.87
R-1008,67,5,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.28,0.807,1.93,7.16,8,8.715,1.61
R-1008,68,5,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.48,0.809,1.91,9.42,0,9.353,1.09
R-1008,69,4,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.8,0.812,1.88,15.16,0,10.278,0.97
R-1008,70,4,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.16,0.806,1.94,10.12,0,8.827,1.87
R-1008,70,3,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.17,0.806,1.94,8.16,0,8.633,1.89
R-1008,71,3,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.52,0.8,2.0,4.37,128,7.422,2.81
R-1009,59,10,77.22,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,1.45,32,6.734,3.34
R-1009,60,11,77.22,residential,,2,6.0,30,estimated,estimated,estimated,2.66,0.77,2.3,1.1,32,6.673,2.88
R-1009,60,12,77.22,residential,,2,6.0,30,estimated,estimated,estimated,3.34,0.764,2.36,1.04,16,6.75,2.35
R-1009,61,13,77.22,residential,,2,6.0,30,estimated,estimated,estimated,3.51,0.762,2.38,1.0,16,6.701,2.24
R-1009,61,14,77.22,residential,,2,6.0,30,estimated,estimated,estimated,3.51,0.762,2.38,1.0,16,6.943,1.84
R-1009,62,14,77.22,residential,,2,6.0,30,estimated,estimated,estimated,3.19,0.765,2.35,1.0,16,6.894,1.99
R-1009,62,15,77.22,residential,,2,6.0,30,estimated,estimated,estimated,3.19,0.765,2.35,1.0,16,7.232,1.41
R-1009,62,16,77.22,residential,,2,6.0,30,estimated,estimated,estimated,3.15,0.766,2.34,1.02,16,7.444,1.04
R-1009,63,17,77.22,residential,,2,6.0,30,estimated,estimated,estimated,3.0,0.767,2.33,1.0,16,7.309,1.13
R-1010,63,44,7.12,tertiary,,2,8.0,40,estimated,estimated,estimated,-0.09,0.796,2.04,249.92,32,9.493,1.62
R-1010,62,45,7.12,tertiary,,2,8.0,40,estimated,estimated,estimated,-0.21,0.797,2.03,160.97,32,8.495,1.93
R-1011,63,44,134.61,residential,,2,6.0,30,estimated,estimated,estimated,-0.09,0.796,2.04,249.92,32,9.493,1.62
R-1011,64,44,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.56,0.79,2.1,156.12,32,8.489,1.73
R-1011,64,43,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.22,0.793,2.07,298.67,16,9.94,1.47
R-1011,65,43,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.87,0.787,2.13,118.68,32,8.064,1.86
R-1011,65,42,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.52,0.791,2.09,189.29,32,8.756,1.88
R-1011,66,42,134.61,residential,,2,6.0,30,estimated,estimated,estimated,1.02,0.786,2.14,35.75,32,7.172,2.25
R-1011,66,41,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.38,0.792,2.08,272.02,32,9.329,1.98
R-1011,67,40,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.3,0.793,2.07,322.52,16,9.629,2.31
R-1011,68,39,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.42,0.791,2.09,216.84,32,8.413,3.16
R-1011,69,38,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.39,0.792,2.08,300.3,32,9.007,3.33
R-1011,69,37,134.61,residential,,2,6.0,30,estimated,estimated,estimated,-0.26,0.798,2.02,548.5,16,11.296,3.03
R-1011,70,37,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.63,0.789,2.11,353.5,16,9.549,2.85
R-1011,70,36,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.23,0.793,2.07,458.59,16,10.545,2.64
R-1011,71,35,134.61,residential,,2,6.0,30,estimated,estimated,estimated,0.49,0.791,2.09,375.99,32,9.919,2.09
R-1011,72,34,134.61,residential,,2,6.0,30,estimated,estimated,estimated,-0.14,0.797,2.03,582.11,16,11.891,1.47
R-1012,63,44,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,-0.09,0.796,2.04,249.92,32,9.493,1.62
R-1012,63,43,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,-0.44,0.799,2.01,478.65,16,11.816,1.07
R-1012,63,42,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,-0.65,0.802,1.98,645.5,16,13.493,0.69
R-1012,63,41,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,-0.16,0.797,2.03,453.37,16,11.428,1.32
R-1012,63,40,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,0.33,0.792,2.08,261.24,2,9.363,1.95
R-1012,63,39,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,0.73,0.789,2.11,101.3,2,7.699,2.5
R-1012,63,38,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,0.73,0.789,2.11,65.55,2,7.586,2.79
R-1012,63,37,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,0.73,0.789,2.11,29.8,8,7.473,3.08
R-1012,62,37,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,1.33,0.783,2.17,1.61,8,6.923,3.04
R-1012,62,36,85.2,tertiary,,2,8.0,40,estimated,estimated,estimated,1.45,0.782,2.18,1.74,8,6.997,3.06
R-1013,65,101,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,8.79,0.713,2.87,5.25,128,7.855,1.52
R-1013,65,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,8.86,0.712,2.88,3.85,128,8.107,1.19
R-1013,64,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,8.64,0.714,2.86,8.2,64,8.864,1.08
R-1013,63,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,8.42,0.716,2.84,12.56,64,9.621,0.98
R-1013,62,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,8.52,0.715,2.85,13.31,64,9.528,1.21
R-1013,61,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,8.85,0.712,2.88,11.42,32,8.811,1.68
R-1013,60,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,9.18,0.709,2.91,9.53,32,8.093,2.15
R-1013,59,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,9.5,0.706,2.94,7.36,32,7.494,2.55
R-1013,58,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,9.83,0.703,2.97,4.89,32,7.011,2.86
R-1013,57,100,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,10.15,0.7,3.0,2.42,64,6.529,3.18
R-1013,57,99,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,9.47,0.706,2.94,3.89,64,6.857,3.03
R-1013,56,99,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,9.39,0.707,2.93,1.14,64,6.41,3.48
R-1013,55,99,107.91,tertiary,,2,8.0,40,estimated,estimated,estimated,8.73,0.713,2.87,1.46,64,6.636,3.77
R-1014,65,101,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.79,0.713,2.87,5.25,128,7.855,1.52
R-1014,65,100,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.86,0.712,2.88,3.85,128,8.107,1.19
R-1014,65,99,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.93,0.711,2.89,2.4,8,8.367,0.85
R-1014,66,98,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.89,0.712,2.88,1.11,8,8.455,0.72
R-1014,66,97,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.89,0.712,2.88,1.19,8,8.027,1.02
R-1014,66,96,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.89,0.712,2.88,1.27,8,7.6,1.31
R-1014,66,95,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.89,0.712,2.88,1.35,8,7.225,1.58
R-1014,66,94,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.93,0.711,2.89,1.54,8,7.391,1.52
R-1014,66,93,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.97,0.711,2.89,1.73,4,7.558,1.47
R-1014,66,92,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.05,0.71,2.9,1.84,4,7.687,1.4
R-1014,66,91,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.39,0.707,2.93,1.54,4,7.604,1.2
R-1014,67,90,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.73,0.704,2.96,1.15,64,7.258,1.34
R-1014,67,89,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,10.03,0.701,2.99,1.0,64,7.22,1.27
R-1014,67,88,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,10.18,0.7,3.0,1.0,64,7.084,1.7
R-1014,67,87,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,10.33,0.698,3.02,1.0,64,6.948,2.13
R-1014,67,86,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,10.3,0.699,3.01,1.05,64,6.791,2.7
R-1014,67,85,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.77,0.704,2.96,1.24,64,6.572,3.67
R-1014,67,84,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.23,0.709,2.91,1.43,128,6.353,4.63
R-1014,67,83,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.5,0.716,2.84,2.99,128,6.478,5.13
R-1014,68,82,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,7.83,0.722,2.78,7.09,32,7.272,4.24
R-1014,68,81,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,6.55,0.734,2.66,11.51,128,8.153,3.97
R-1014,68,80,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,5.76,0.741,2.59,12.61,128,8.527,3.57
R-1014,68,79,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,5.76,0.741,2.59,8.35,128,8.083,2.98
R-1014,68,78,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,5.76,0.741,2.59,4.09,128,7.64,2.39
R-1014,68,77,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,6.1,0.738,2.62,1.61,128,7.251,2.16
R-1014,68,76,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,6.86,0.731,2.69,1.36,128,6.932,2.39
R-1014,69,76,247.89,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,6.94,0.73,2.7,1.53,128,7.107,2.06
R-1015,65,101,7.98,tertiary,,2,8.0,40,estimated,estimated,estimated,8.79,0.713,2.87,5.25,128,7.855,1.52
R-1015,66,101,7.98,tertiary,,2,8.0,40,estimated,estimated,estimated,9.11,0.71,2.9,1.01,128,7.053,1.75
R-1016,63,118,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.89,0.684,3.16,1.43,2,6.991,1.89
R-1016,63,117,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.94,0.683,3.17,1.25,4,7.221,1.47
R-1016,63,116,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.98,0.683,3.17,1.06,4,7.451,1.06
R-1016,63,115,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.97,0.683,3.17,1.03,4,7.505,0.95
R-1016,63,114,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.92,0.683,3.17,1.08,8,7.476,0.99
R-1016,64,113,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.58,0.687,3.13,1.42,8,7.694,1.03
R-1016,64,112,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.54,0.687,3.13,1.58,8,7.699,1.12
R-1016,64,111,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.54,0.687,3.13,1.74,32,7.684,1.24
R-1016,64,110,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.54,0.687,3.13,1.89,32,7.67,1.36
R-1016,64,109,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,11.12,0.691,3.09,3.21,32,7.85,1.84
R-1016,64,108,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,10.6,0.696,3.04,4.83,32,8.081,2.41
R-1016,64,107,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,10.08,0.701,2.99,6.45,32,8.312,2.99
R-1016,64,106,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.55,0.706,2.94,7.82,32,8.374,2.97
R-1016,65,106,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.65,0.705,2.95,5.16,64,8.068,2.69
R-1016,65,105,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,9.24,0.709,2.91,5.28,128,7.943,2.72
R-1016,65,104,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.82,0.712,2.88,5.39,128,7.819,2.76
R-1016,65,103,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.79,0.713,2.87,5.35,128,7.823,2.38
R-1016,65,102,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.79,0.713,2.87,5.3,128,7.839,1.95
R-1016,65,101,175.07,tertiary,Bharat Nagar Road,2,8.0,40,osm,estimated,estimated,8.79,0.713,2.87,5.25,128,7.855,1.52
R-1017,63,118,8.09,unclassified,Kanzul Iman Road,2,6.0,30,osm,estimated,estimated,11.89,0.684,3.16,1.43,2,6.991,1.89
R-1017,64,118,8.09,unclassified,Kanzul Iman Road,2,6.0,30,osm,estimated,estimated,11.63,0.686,3.14,2.46,2,7.483,1.77
R-1018,71,3,44.87,tertiary,JL Shirshekar Marg,2,8.0,40,estimated,estimated,estimated,-0.52,0.8,2.0,4.37,128,7.422,2.81
R-1018,72,3,44.87,tertiary,JL Shirshekar Marg,2,8.0,40,estimated,estimated,estimated,0.16,0.794,2.06,1.29,128,6.432,3.53
R-1018,72,4,44.87,tertiary,JL Shirshekar Marg,2,8.0,40,estimated,estimated,estimated,0.12,0.794,2.06,1.0,128,6.213,3.47
R-1018,72,5,44.87,tertiary,JL Shirshekar Marg,2,8.0,40,estimated,estimated,estimated,0.08,0.795,2.05,1.0,128,6.441,2.85
R-1018,73,5,44.87,tertiary,JL Shirshekar Marg,2,8.0,40,estimated,estimated,estimated,0.49,0.791,2.09,1.0,128,6.497,2.84
R-1018,73,6,44.87,tertiary,JL Shirshekar Marg,2,8.0,40,estimated,estimated,estimated,0.22,0.793,2.07,1.0,64,6.746,2.3
R-1018,74,7,44.87,tertiary,JL Shirshekar Marg,2,8.0,40,estimated,estimated,estimated,-0.05,0.796,2.04,1.46,2,7.179,1.93
R-1019,71,3,25.11,residential,,2,6.0,30,estimated,estimated,estimated,-0.52,0.8,2.0,4.37,128,7.422,2.81
R-1019,72,3,25.11,residential,,2,6.0,30,estimated,estimated,estimated,0.16,0.794,2.06,1.29,128,6.432,3.53
R-1019,72,2,25.11,residential,,2,6.0,30,estimated,estimated,estimated,0.21,0.793,2.07,1.61,128,6.696,3.53
R-1019,73,2,25.11,residential,,2,6.0,30,estimated,estimated,estimated,1.28,0.783,2.17,1.4,128,6.545,3.42
R-1019,74,2,25.11,residential,,2,6.0,30,estimated,estimated,estimated,2.35,0.773,2.27,1.19,128,6.395,3.32
R-1020,71,3,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.52,0.8,2.0,4.37,128,7.422,2.81
R-1020,70,3,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.17,0.806,1.94,8.16,0,8.633,1.89
R-1020,70,4,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.16,0.806,1.94,10.12,0,8.827,1.87
R-1020,69,4,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.8,0.812,1.88,15.16,0,10.278,0.97
R-1020,68,5,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.48,0.809,1.91,9.42,0,9.353,1.09
R-1020,67,5,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.28,0.807,1.93,7.16,8,8.715,1.61
R-1020,66,6,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-1.03,0.805,1.95,5.19,16,8.292,1.87
R-1020,65,6,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.73,0.802,1.98,4.25,16,7.943,1.92
R-1020,64,7,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.41,0.799,2.01,3.25,8,7.69,1.62
R-1020,63,7,141.24,residential,,2,6.0,30,estimated,estimated,estimated,-0.09,0.796,2.04,1.7,8,7.243,1.5
R-1020,63,8,141.24,residential,,2,6.0,30,estimated,estimated,estimated,0.25,0.793,2.07,1.81,8,7.122,2.12
R-1020,62,8,141.24,residential,,2,6.0,30,estimated,estimated,estimated,0.46,0.791,2.09,1.43,8,7.086,2.18
R-1020,61,9,141.24,residential,,2,6.0,30,estimated,estimated,estimated,1.1,0.785,2.15,1.49,32,6.939,2.92
R-1020,60,9,141.24,residential,,2,6.0,30,estimated,estimated,estimated,1.34,0.783,2.17,1.34,32,6.938,2.99
R-1020,59,10,141.24,residential,,2,6.0,30,estimated,estimated,estimated,2.14,0.775,2.25,1.45,32,6.734,3.34
R-1021,69,76,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,6.94,0.73,2.7,1.53,128,7.107,2.06
R-1021,68,76,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,6.86,0.731,2.69,1.36,128,6.932,2.39
R-1021,67,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,7.56,0.724,2.76,1.29,2,6.542,2.91
R-1021,66,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,7.51,0.725,2.75,1.45,2,6.472,3.19
R-1021,65,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,7.1,0.729,2.71,1.47,2,6.568,3.0
R-1021,64,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,6.51,0.734,2.66,1.42,2,6.752,2.55
R-1021,63,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,5.91,0.74,2.6,1.36,2,6.936,2.1
R-1021,62,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,6.03,0.739,2.61,1.28,2,7.033,1.83
R-1021,61,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,6.68,0.733,2.67,1.17,4,7.065,1.7
R-1021,60,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,7.34,0.726,2.74,1.06,4,7.098,1.56
R-1021,59,75,92.96,tertiary,,2,8.0,40,estimated,estimated,estimated,7.53,0.725,2.75,1.0,4,7.003,1.67
R-1022,69,76,8.15,tertiary,,2,8.0,40,estimated,estimated,estimated,6.94,0.73,2.7,1.53,128,7.107,2.06
R-1023,69,76,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,6.94,0.73,2.7,1.53,128,7.107,2.06
R-1023,69,75,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,7.59,0.724,2.76,1.29,1,6.807,2.34
R-1023,69,74,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,8.08,0.719,2.81,1.15,1,6.867,2.14
R-1023,69,73,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,8.42,0.716,2.84,1.09,4,7.288,1.47
R-1023,69,72,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,8.76,0.713,2.87,1.03,4,7.709,0.8
R-1023,69,71,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,8.72,0.713,2.87,1.0,4,7.62,0.92
R-1023,70,71,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,8.4,0.716,2.84,1.0,4,7.505,1.06
R-1023,70,70,60.67,tertiary,,2,8.0,40,osm,estimated,estimated,8.06,0.72,2.8,1.0,16,7.043,1.77
R-1024,76,12,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-1.27,0.807,1.93,7.42,8,8.621,0.89
R-1024,77,12,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-1.52,0.81,1.9,10.27,4,9.062,1.1
R-1024,77,13,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-1.69,0.811,1.89,13.66,4,9.46,1.19
R-1024,77,14,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-1.69,0.811,1.89,19.93,4,9.681,1.62
R-1024,78,14,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-2.0,0.814,1.86,23.55,4,10.184,1.77
R-1024,78,15,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-2.0,0.814,1.86,28.82,8,10.144,2.09
R-1024,78,16,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-1.78,0.812,1.88,29.04,8,9.699,2.56
R-1024,79,17,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-1.1,0.806,1.94,24.1,8,8.59,2.96
R-1024,79,18,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,-0.42,0.799,2.01,10.23,32,7.212,3.59
R-1024,79,19,72.28,tertiary,,2,8.0,40,osm,estimated,estimated,0.26,0.793,2.07,1.58,32,6.391,3.85
