road_id,source,target,length_m,road_class,flood_susceptibility_score,risk_class,elevation_score,imperviousness_score,infiltration_score,flow_accumulation_score,twi_score,slope_score
R-469,13619239364,13619239369,8.07,residential,,UNKNOWN,,,,,,
R-470,13619239365,13619239364,12.26,residential,,UNKNOWN,,,,,,
R-471,13619239367,13619239364,21.43,residential,,UNKNOWN,,,,,,
R-472,13619239367,13619239369,15.13,residential,,UNKNOWN,,,,,,
R-473,13619239367,245668277,186.93,tertiary,0.4876,MODERATE,0.7336,0.6886,0.6886,0.0543,0.2604,0.5
R-474,13619239369,13619239364,8.07,residential,,UNKNOWN,,,,,,
R-475,13619239369,13619239367,15.13,residential,,UNKNOWN,,,,,,
R-476,13619239369,245668324,14.91,residential,,UNKNOWN,,,,,,
R-477,13619243522,13619243523,12.05,residential,,UNKNOWN,,,,,,
R-478,13619243522,13619243545,57.33,residential,,UNKNOWN,,,,,,
R-479,13619243522,9445072347,55.21,residential,,UNKNOWN,,,,,,
R-480,13619243523,13619243551,124.29,residential,,UNKNOWN,,,,,,
R-481,13619243544,13619243551,17.82,residential,,UNKNOWN,,,,,,
R-482,13619243545,13619243522,57.33,residential,,UNKNOWN,,,,,,
R-483,13619243545,245668324,58.86,residential,,UNKNOWN,,,,,,
R-484,13619243551,13619243523,124.29,residential,,UNKNOWN,,,,,,
R-485,13619243551,13619243544,17.82,residential,,UNKNOWN,,,,,,
R-486,13619243551,13619243558,33.83,residential,,UNKNOWN,,,,,,
R-487,13619243558,13619243545,14.22,residential,,UNKNOWN,,,,,,
R-488,13619243558,13619243551,33.83,residential,,UNKNOWN,,,,,,
R-489,13619318851,11047597219,57.84,residential,0.4893,MODERATE,0.7442,0.6971,0.6971,0.0616,0.1734,0.5817
R-490,13619318851,13619318852,35.19,residential,0.4675,MODERATE,0.7091,0.6657,0.6657,0.0,0.1482,0.705
R-491,13619318851,13619318853,26.52,residential,0.4562,MODERATE,0.6703,0.6314,0.6314,0.0097,0.177,0.7267
R-492,13619318852,11047597219,25.35,residential,0.4918,MODERATE,0.7427,0.6971,0.6971,0.008,0.1684,0.7242
R-493,13619318852,13619318851,35.19,residential,0.4675,MODERATE,0.7091,0.6657,0.6657,0.0,0.1482,0.705
R-494,13619318852,245666191,13.1,residential,0.4765,MODERATE,0.7261,0.68,0.68,0.0,0.1508,0.7067
R-495,13619318853,13619318851,26.52,residential,0.4562,MODERATE,0.67,0.6314,0.6314,0.0097,0.177,0.7267
R-496,13619318853,13619318854,10.45,tertiary,0.4615,MODERATE,0.6576,0.62,0.62,0.0071,0.214,0.795
R-497,13619318853,245666158,9.0,tertiary,0.4593,MODERATE,0.6715,0.6343,0.6314,0.0189,0.1863,0.7175
R-498,13619318854,13619318853,10.45,tertiary,0.4615,MODERATE,0.6576,0.62,0.62,0.0071,0.214,0.795
R-499,13619318854,13621886870,97.18,tertiary,0.4839,MODERATE,0.6864,0.6457,0.6457,0.0404,0.2229,0.7908
R-500,13619318854,245666191,61.43,residential,0.4603,MODERATE,0.6745,0.6371,0.6371,0.0009,0.1785,0.7542
R-501,13619318864,11047597219,14.89,residential,0.5185,HIGH,0.7858,0.7343,0.7343,0.0583,0.1866,0.6467
R-502,13619318864,13619318864,89.56,residential,0.5788,HIGH,0.8545,0.7971,0.7971,0.1615,0.2429,0.6017
R-503,13619318864,13619318864,89.56,residential,0.5788,HIGH,0.8545,0.7971,0.7971,0.1615,0.2429,0.6017
R-504,13619318866,13617483791,100.36,residential,0.5852,HIGH,0.8409,0.7829,0.7829,0.2434,0.2819,0.52
R-505,13619318866,7365871208,6.89,tertiary,0.4857,MODERATE,0.7536,0.7086,0.7086,0.0868,0.1651,0.4483
R-506,13619368459,13619368460,19.68,residential,0.6604,HIGH,0.8145,0.76,0.76,0.5547,0.3196,0.7258
R-507,13619368459,13619368466,71.23,residential,0.5607,HIGH,0.793,0.74,0.74,0.2324,0.1775,0.7
R-508,13619368459,13619368471,19.88,residential,0.6847,HIGH,0.8488,0.7886,0.7914,0.5581,0.3251,0.7817
R-509,13619368460,13619368459,19.68,residential,0.6604,HIGH,0.8145,0.76,0.76,0.5547,0.3196,0.7258
R-510,13619368460,13619368498,137.34,residential,0.7597,VERY_HIGH,0.8682,0.8086,0.8086,0.6737,0.5836,0.8075
R-511,13619368460,9771116360,35.05,residential,0.5491,HIGH,0.7655,0.7171,0.7171,0.2371,0.1813,0.7042
R-512,13619368466,13619368459,71.23,residential,0.5607,HIGH,0.793,0.74,0.74,0.2324,0.1775,0.7
R-513,13619368466,13619368487,32.86,residential,0.6335,HIGH,0.8136,0.76,0.76,0.442,0.3056,0.705
R-514,13619368466,9771116360,58.73,residential,0.5108,HIGH,0.7609,0.7114,0.7114,0.0345,0.1955,0.7342
R-515,13619368471,13619368459,19.88,residential,0.6847,HIGH,0.8488,0.7886,0.7914,0.5581,0.3251,0.7817
R-516,13619368471,13619368487,58.63,residential,0.6832,HIGH,0.8397,0.7829,0.7829,0.5882,0.336,0.7317
R-517,13619368471,13620896407,93.24,residential,0.7408,HIGH,0.8558,0.7971,0.7971,0.5838,0.5901,0.8533
R-518,13619368472,12313982248,36.88,residential,0.6459,HIGH,0.8839,0.82,0.8229,0.2025,0.393,0.8225
R-519,13619368472,13619368475,27.84,residential,0.6489,HIGH,0.8858,0.8229,0.8229,0.2701,0.3307,0.8008
R-520,13619368472,13620896407,24.35,residential,0.6247,HIGH,0.8742,0.8143,0.8143,0.1104,0.4138,0.8075
R-521,13619368475,13619368472,27.84,residential,0.6489,HIGH,0.8858,0.8229,0.8229,0.2701,0.3307,0.8008
R-522,13619368475,13619368487,135.86,residential,0.7396,HIGH,0.8745,0.8143,0.8143,0.6754,0.4578,0.7592
R-523,13619368475,13620896407,8.53,residential,0.6184,HIGH,0.8627,0.8029,0.8029,0.0,0.5575,0.8125
R-524,13619368487,13619368466,32.86,residential,0.6335,HIGH,0.8136,0.76,0.76,0.442,0.3056,0.705
R-525,13619368487,13619368471,58.63,residential,0.6832,HIGH,0.8397,0.7829,0.7829,0.5882,0.336,0.7317
R-526,13619368487,13619368475,135.86,residential,0.7396,HIGH,0.8745,0.8143,0.8143,0.6754,0.4578,0.7592
R-527,13619368498,13619368460,137.34,residential,0.7597,VERY_HIGH,0.8682,0.8086,0.8086,0.6737,0.5836,0.8075
R-528,13619374592,13619374593,14.32,residential,0.6964,HIGH,0.787,0.7371,0.7371,0.4534,0.6769,0.8883
R-529,13619374592,2244637004,43.06,trunk,0.6643,HIGH,0.7879,0.7371,0.7371,0.3774,0.5711,0.8758
R-530,13619374593,13619374592,14.32,residential,0.6964,HIGH,0.787,0.7371,0.7371,0.4534,0.6769,0.8883
R-531,13619374593,13619374596,37.21,residential,0.656,HIGH,0.7842,0.7343,0.7343,0.3791,0.5529,0.8342
R-532,13619374593,13619374597,15.61,residential,0.6596,HIGH,0.7876,0.7371,0.7371,0.3473,0.5756,0.8833
R-533,13619374596,13619374593,37.21,residential,0.656,HIGH,0.7842,0.7343,0.7343,0.3791,0.5529,0.8342
R-534,13619374597,13619374593,15.61,residential,0.6596,HIGH,0.7876,0.7371,0.7371,0.3473,0.5756,0.8833
R-535,13619396529,11046194845,29.14,residential,0.6163,HIGH,0.8912,0.8286,0.8286,0.1934,0.396,0.5
R-536,13619396529,13619396536,36.49,residential,,UNKNOWN,,,,,,
R-537,13619396529,9171835705,19.0,residential,,UNKNOWN,,,,,,
R-538,13619396536,10840042416,18.54,residential,,UNKNOWN,,,,,,
R-539,13619396536,13619396529,36.49,residential,,UNKNOWN,,,,,,
R-540,13619396536,9171835705,17.29,residential,,UNKNOWN,,,,,,
R-541,13619400539,245668039,29.34,secondary_link,0.6912,HIGH,0.8467,0.7886,0.7886,0.3179,0.6073,0.9117
R-542,13619400539,7404711447,26.99,secondary,0.6776,HIGH,0.8482,0.7914,0.7914,0.2832,0.563,0.8992
R-543,13619401780,13619401781,15.74,residential,0.0507,LOW,0.0618,0.0914,0.0914,0.0,0.0144,0.0417
R-544,13619401780,6554271017,12.32,residential,0.0246,LOW,0.007,0.0457,0.0429,0.0,0.013,0.0567
R-545,13619401780,6554271024,82.48,residential,0.2675,MODERATE,0.4221,0.4114,0.4114,0.1218,0.0985,0.0
R-546,13619401781,13619401780,15.74,residential,0.0507,LOW,0.0618,0.0914,0.0914,0.0,0.0144,0.0417
R-547,13619401781,13619401781,164.97,residential,0.144,LOW,0.2267,0.24,0.24,0.0054,0.0259,0.0967
R-548,13619401781,13619401781,164.97,residential,0.144,LOW,0.2267,0.24,0.24,0.0054,0.0259,0.0967
R-549,13619403785,13619403794,32.31,residential,,UNKNOWN,,,,,,
R-550,13619403785,13619678849,18.09,residential,,UNKNOWN,,,,,,
R-551,13619403785,245668197,22.99,residential,,UNKNOWN,,,,,,
R-552,13619403787,13619433317,3.94,residential,,UNKNOWN,,,,,,
R-553,13619403787,13619678849,2.55,residential,,UNKNOWN,,,,,,
R-554,13619403787,245668286,71.42,residential,,UNKNOWN,,,,,,
R-555,13619403788,13619403789,21.13,residential,,UNKNOWN,,,,,,
R-556,13619403788,245668197,28.94,residential,,UNKNOWN,,,,,,
R-557,13619403788,245668324,104.46,residential,,UNKNOWN,,,,,,
R-558,13619403789,13619403788,21.13,residential,,UNKNOWN,,,,,,
R-559,13619403794,13619403785,32.31,residential,,UNKNOWN,,,,,,
R-560,13619412997,10925941300,44.77,residential,0.5379,HIGH,0.7785,0.7286,0.7286,0.0353,0.2569,0.8158
R-561,13619412997,13619412997,128.29,residential,0.5476,HIGH,0.7767,0.7257,0.7257,0.0752,0.2831,0.8075
R-562,13619412997,13619412997,128.29,residential,0.5476,HIGH,0.7767,0.7257,0.7257,0.0752,0.2831,0.8075
R-563,13619433317,13619403787,3.94,residential,,UNKNOWN,,,,,,
R-564,13619433317,13619433317,140.77,residential,,UNKNOWN,,,,,,
R-565,13619433317,13619433317,140.77,residential,,UNKNOWN,,,,,,
R-566,13619457121,13619457123,47.22,residential,0.4545,MODERATE,0.6924,0.6514,0.6514,0.0148,0.1663,0.6017
R-567,13619457122,13619457123,29.91,residential,0.4642,MODERATE,0.7118,0.6686,0.6686,0.0036,0.161,0.6292
R-568,13619457123,13619457121,47.22,residential,0.4545,MODERATE,0.6924,0.6514,0.6514,0.0148,0.1663,0.6017
R-569,13619457123,13619457122,29.91,residential,0.4642,MODERATE,0.7118,0.6686,0.6686,0.0036,0.161,0.6292
R-570,13619457123,13619457125,11.12,residential,0.4695,MODERATE,0.7082,0.6657,0.6657,0.0752,0.1855,0.52
R-571,13619457125,13619457123,11.12,residential,0.4695,MODERATE,0.7082,0.6657,0.6657,0.0752,0.1855,0.52
R-572,13619457125,7366246694,11.46,trunk_link,0.4886,MODERATE,0.7164,0.6743,0.6743,0.15,0.2189,0.465
R-573,13619463498,9445072347,9.05,residential,,UNKNOWN,,,,,,
R-574,13619485519,10925931740,10.53,residential,0.5188,HIGH,0.7642,0.7143,0.7143,0.0229,0.211,0.7975
R-575,13619485519,10925931740,103.44,residential,0.5331,HIGH,0.7648,0.7171,0.7171,0.059,0.2525,0.795
R-576,13619485519,13619485526,7.17,residential,0.5115,HIGH,0.7624,0.7143,0.7143,0.0018,0.1915,0.7992
R-577,13619485526,10925931739,8.68,residential,0.5134,HIGH,0.7624,0.7143,0.7143,0.0173,0.1966,0.7792
R-578,13619485526,10925931740,12.82,residential,0.5106,HIGH,0.7567,0.7086,0.7086,0.0148,0.1989,0.7842
R-579,13619485526,13619485519,7.17,residential,0.5115,HIGH,0.7624,0.7143,0.7143,0.0018,0.1915,0.7992
R-580,13619491182,13619491183,59.67,residential,,UNKNOWN,,,,,,
R-581,13619491182,13619500839,0.85,residential,,UNKNOWN,,,,,,
R-582,13619491182,9171835708,24.98,residential,,UNKNOWN,,,,,,
R-583,13619491183,13619491182,59.67,residential,,UNKNOWN,,,,,,
R-584,13619491183,13619500841,11.05,residential,,UNKNOWN,,,,,,
R-585,13619491183,9171835708,84.09,residential,,UNKNOWN,,,,,,
R-586,13619491193,13619500813,22.86,residential,,UNKNOWN,,,,,,
R-587,13619491193,9171835708,36.45,residential,,UNKNOWN,,,,,,
R-588,13619491193,9171835708,99.37,residential,,UNKNOWN,,,,,,
R-589,13619500809,13619500813,28.95,residential,,UNKNOWN,,,,,,
R-590,13619500809,13619500813,96.19,residential,,UNKNOWN,,,,,,
R-591,13619500809,13619500813,122.89,residential,,UNKNOWN,,,,,,
R-592,13619500813,13619491193,22.86,residential,,UNKNOWN,,,,,,
R-593,13619500813,13619500809,28.95,residential,,UNKNOWN,,,,,,
R-594,13619500813,13619500809,96.19,residential,,UNKNOWN,,,,,,
R-595,13619500813,13619500809,122.89,residential,,UNKNOWN,,,,,,
R-596,13619500839,13619491182,0.85,residential,,UNKNOWN,,,,,,
R-597,13619500841,10925943006,47.23,residential,,UNKNOWN,,,,,,
R-598,13619500841,245668374,60.13,residential,,UNKNOWN,,,,,,
R-599,13619507487,13601073293,103.13,residential,0.6966,HIGH,0.8842,0.8229,0.8229,0.3674,0.4634,0.8875
R-600,13619515794,13619515794,103.82,residential,0.5374,HIGH,0.7555,0.7086,0.7086,0.1204,0.2314,0.795
R-601,13619515794,13619515794,103.82,residential,0.5374,HIGH,0.7555,0.7086,0.7086,0.1204,0.2314,0.795
R-602,13619515794,7384246086,5.6,residential,0.5417,HIGH,0.7882,0.7371,0.7371,0.12,0.1945,0.7292
R-603,13619536860,13618399201,52.8,residential,0.7904,VERY_HIGH,0.8991,0.8343,0.8343,0.7182,0.6164,0.825
R-604,13619536860,13619536866,18.21,residential,0.63,HIGH,0.8924,0.8286,0.8286,0.174,0.3416,0.755
R-605,13619536866,13619536860,18.21,residential,0.63,HIGH,0.8924,0.8286,0.8286,0.174,0.3416,0.755
R-606,13619536866,13619536860,78.51,residential,0.7895,VERY_HIGH,0.9136,0.8486,0.8486,0.6994,0.5949,0.8067
R-607,13619536866,622039341,12.47,residential,0.6391,HIGH,0.8782,0.8171,0.8171,0.2568,0.3732,0.7017
R-608,13619539391,13619539396,14.57,residential,,UNKNOWN,,,,,,
R-609,13619539391,13619539396,47.37,residential,,UNKNOWN,,,,,,
R-610,13619539391,13622435420,16.31,residential,,UNKNOWN,,,,,,
R-611,13619539396,13619539391,14.57,residential,,UNKNOWN,,,,,,
R-612,13619539396,13619539391,47.37,residential,,UNKNOWN,,,,,,
R-613,13619539396,2244797706,35.28,residential,,UNKNOWN,,,,,,
R-614,13619570121,13619570121,191.6,residential,,UNKNOWN,,,,,,
R-615,13619570121,13619570121,191.6,residential,,UNKNOWN,,,,,,
R-616,13619570121,2244797706,14.73,residential,,UNKNOWN,,,,,,
R-617,13619604480,13622528188,6.51,residential,0.6167,HIGH,0.8403,0.7829,0.7829,0.1818,0.5882,0.5
R-618,13619604480,13622528191,1.56,residential,,UNKNOWN,,,,,,
R-619,13619604480,9914206292,28.2,residential,0.6042,HIGH,0.8339,0.7771,0.7771,0.1673,0.5464,0.5
R-620,13619678849,13619403785,18.09,residential,,UNKNOWN,,,,,,
R-621,13619678849,13619403787,2.55,residential,,UNKNOWN,,,,,,
R-622,13619678849,13619678859,83.26,residential,,UNKNOWN,,,,,,
R-623,13619678859,13619678849,83.26,residential,,UNKNOWN,,,,,,
R-624,13619678859,13622445020,12.85,residential,,UNKNOWN,,,,,,
R-625,13619678859,9171835705,53.15,residential,,UNKNOWN,,,,,,
R-626,13619939784,2897024523,18.49,secondary,0.4439,MODERATE,0.5994,0.5686,0.5686,0.0537,0.2502,0.7675
R-627,13619939784,2897024614,230.93,primary,0.4834,MODERATE,0.6067,0.5771,0.5771,0.1747,0.3143,0.78
R-628,13620657537,245666801,134.61,residential,0.8174,VERY_HIGH,0.8979,0.8343,0.8343,0.9069,0.5541,0.8133
R-629,13620896407,13619368471,93.24,residential,0.7408,HIGH,0.8558,0.7971,0.7971,0.5838,0.5901,0.8533
R-630,13620896407,13619368472,24.35,residential,0.6247,HIGH,0.8742,0.8143,0.8143,0.1104,0.4138,0.8075
R-631,13620896407,13619368475,8.53,residential,0.6184,HIGH,0.8627,0.8029,0.8029,0.0,0.5575,0.8125
R-632,13620903019,13622445031,7.81,residential,,UNKNOWN,,,,,,
R-633,13620903019,13622445936,24.83,residential,,UNKNOWN,,,,,,
R-634,13620903019,13622450251,38.98,residential,,UNKNOWN,,,,,,
R-635,13620903026,13622450256,3.89,residential,,UNKNOWN,,,,,,
R-636,13621749580,13621749581,12.68,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-637,13621749581,13621749580,12.68,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-638,13621749581,13621749583,2.65,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-639,13621749581,245668277,25.79,residential,0.4708,MODERATE,0.7152,0.6714,0.6714,0.0156,0.264,0.5
R-640,13621749583,13621749581,2.65,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-641,13621749583,13621749584,13.09,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-642,13621749583,13621749587,2.96,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-643,13621749584,13621749583,13.09,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-644,13621749585,13621749587,12.85,residential,0.4602,MODERATE,0.6979,0.6571,0.6571,0.0,0.2711,0.5
R-645,13621749587,13621749583,2.96,residential,0.4614,MODERATE,0.6985,0.6571,0.6571,0.0,0.2779,0.5
R-646,13621749587,13621749585,12.85,residential,0.4602,MODERATE,0.6979,0.6571,0.6571,0.0,0.2711,0.5
R-647,13621749587,13621749595,33.6,residential,0.456,MODERATE,0.6973,0.6571,0.6571,0.0,0.2434,0.5
R-648,13621749595,13621749587,33.6,residential,0.456,MODERATE,0.6973,0.6571,0.6571,0.0,0.2434,0.5
R-649,13621749595,13621749598,17.1,residential,0.4882,MODERATE,0.7364,0.6914,0.6914,0.0,0.3261,0.5
R-650,13621749595,13621749599,6.5,residential,0.4675,MODERATE,0.7158,0.6714,0.6714,0.0,0.2621,0.5
R-651,13621749598,13621749595,17.1,residential,0.4882,MODERATE,0.7364,0.6914,0.6914,0.0,0.3261,0.5
R-652,13621749598,13621749599,11.9,residential,0.4773,MODERATE,0.7261,0.68,0.68,0.0,0.2941,0.5
R-653,13621749598,13621749599,84.01,residential,0.5588,HIGH,0.7461,0.7,0.7,0.1181,0.3639,0.8633
R-654,13621749599,13621749595,6.5,residential,0.4675,MODERATE,0.7158,0.6714,0.6714,0.0,0.2621,0.5
R-655,13621749599,13621749598,11.9,residential,0.4773,MODERATE,0.7261,0.68,0.68,0.0,0.2941,0.5
R-656,13621749599,13621749598,84.01,residential,0.5588,HIGH,0.7461,0.7,0.7,0.1181,0.3639,0.8633
R-657,13621886865,13621886866,61.16,residential,0.6204,HIGH,0.7764,0.7257,0.7257,0.2861,0.4625,0.8458
R-658,13621886865,13621886870,28.86,tertiary,0.5773,HIGH,0.7485,0.7,0.7,0.2299,0.3761,0.8025
R-659,13621886865,6428811270,42.25,tertiary,0.5405,HIGH,0.7491,0.7029,0.7029,0.1054,0.2709,0.83
R-660,13621886866,13621886865,61.16,residential,0.6204,HIGH,0.7764,0.7257,0.7257,0.2861,0.4625,0.8458
R-661,13621886869,13621886870,36.93,residential,0.5521,HIGH,0.7521,0.7057,0.7057,0.1282,0.3146,0.8183
R-662,13621886870,13619318854,97.18,tertiary,0.4839,MODERATE,0.6864,0.6457,0.6457,0.0404,0.2229,0.7908
R-663,13621886870,13621886865,28.86,tertiary,0.5773,HIGH,0.7485,0.7,0.7,0.2299,0.3761,0.8025
R-664,13621886870,13621886869,36.93,residential,0.5521,HIGH,0.7521,0.7057,0.7057,0.1282,0.3146,0.8183
R-665,13621901230,13621901231,7.57,tertiary_link,0.595,HIGH,0.8036,0.7486,0.7486,0.2422,0.3317,0.7408
R-666,13621901230,6428811268,34.8,tertiary,0.6483,HIGH,0.8239,0.7686,0.7686,0.3051,0.4572,0.8492
R-667,13621901231,12350446597,54.55,tertiary,0.5482,HIGH,0.7594,0.7114,0.7114,0.1709,0.2863,0.7025
R-668,13621901231,13621901230,7.57,tertiary_link,0.595,HIGH,0.8036,0.7486,0.7486,0.2422,0.3317,0.7408
R-669,13621901232,12350446596,51.38,tertiary,0.5108,HIGH,0.6809,0.64,0.64,0.0788,0.3761,0.7842
R-670,13621901232,13621901233,7.31,tertiary_link,0.4708,MODERATE,0.6667,0.6286,0.6286,0.0,0.4499,0.5
R-671,13621901233,13621901232,7.31,tertiary_link,0.4708,MODERATE,0.6667,0.6286,0.6286,0.0,0.4499,0.5
R-672,13622308157,13622308160,36.75,tertiary,,UNKNOWN,,,,,,
R-673,13622308160,13622308157,36.75,tertiary,,UNKNOWN,,,,,,
R-674,13622308160,13622308161,36.39,residential,,UNKNOWN,,,,,,
R-675,13622308160,13622308163,93.79,tertiary,,UNKNOWN,,,,,,
R-676,13622308161,13622308160,36.39,residential,,UNKNOWN,,,,,,
R-677,13622308163,13622308160,93.79,tertiary,,UNKNOWN,,,,,,
R-678,13622308163,13622308164,43.63,residential,,UNKNOWN,,,,,,
R-679,13622308163,13622308171,53.68,tertiary,0.4503,MODERATE,0.6948,0.6543,0.6543,0.0,0.2155,0.5
R-680,13622308164,13622308163,43.63,residential,,UNKNOWN,,,,,,
R-681,13622308166,11976374939,65.09,tertiary,0.6464,HIGH,0.75,0.7029,0.7029,0.4167,0.5434,0.855
R-682,13622308166,13622308171,26.02,tertiary,0.5406,HIGH,0.707,0.6657,0.6657,0.2237,0.2841,0.7883
R-683,13622308166,13622308171,39.49,residential,0.5679,HIGH,0.7197,0.6771,0.6771,0.283,0.3217,0.8208
R-684,13622308171,13622308163,53.68,tertiary,0.4503,MODERATE,0.6948,0.6543,0.6543,0.0,0.2155,0.5
R-685,13622308171,13622308166,26.02,tertiary,0.5406,HIGH,0.707,0.6657,0.6657,0.2237,0.2841,0.7883
R-686,13622308171,13622308166,39.49,residential,0.5679,HIGH,0.7197,0.6771,0.6771,0.283,0.3217,0.8208
R-687,13622393246,13622393246,87.86,residential,0.6278,HIGH,0.743,0.6971,0.6971,0.3509,0.4931,0.9108
R-688,13622393246,13622393246,87.86,residential,0.6278,HIGH,0.743,0.6971,0.6971,0.351,0.4931,0.9108
R-689,13622393246,5911310878,29.93,residential,0.6201,HIGH,0.7482,0.7,0.7,0.3694,0.4323,0.8675
R-690,13622435420,13619539391,16.31,residential,,UNKNOWN,,,,,,
R-691,13622435420,13622435423,8.32,residential,,UNKNOWN,,,,,,
R-692,13622435420,6489058155,52.42,residential,,UNKNOWN,,,,,,
R-693,13622435423,13622435420,8.32,residential,,UNKNOWN,,,,,,
R-694,13622435423,13622435424,14.06,residential,,UNKNOWN,,,,,,
R-695,13622435423,13622450250,27.16,residential,,UNKNOWN,,,,,,
R-696,13622435424,13622435423,14.06,residential,,UNKNOWN,,,,,,
R-697,13622445020,13619678859,12.85,residential,,UNKNOWN,,,,,,
R-698,13622445020,13622445031,89.79,residential,,UNKNOWN,,,,,,
R-699,13622445020,245668286,9.07,residential,,UNKNOWN,,,,,,
R-700,13622445031,13620903019,7.81,residential,,UNKNOWN,,,,,,
R-701,13622445031,13622445020,89.79,residential,,UNKNOWN,,,,,,
R-702,13622445031,13622445933,3.46,residential,,UNKNOWN,,,,,,
R-703,13622445933,13622445031,3.46,residential,,UNKNOWN,,,,,,
R-704,13622445933,13622445935,31.17,residential,,UNKNOWN,,,,,,
R-705,13622445933,245668286,2.71,residential,,UNKNOWN,,,,,,
R-706,13622445935,13622445933,31.17,residential,,UNKNOWN,,,,,,
R-707,13622445936,13620903019,24.83,residential,,UNKNOWN,,,,,,
R-708,13622445936,13622445937,12.05,residential,,UNKNOWN,,,,,,
R-709,13622445936,6489058155,9.93,residential,,UNKNOWN,,,,,,
R-710,13622445937,13622445936,12.05,residential,,UNKNOWN,,,,,,
R-711,13622450250,13622435423,27.16,residential,,UNKNOWN,,,,,,
R-712,13622450251,13620903019,38.98,residential,,UNKNOWN,,,,,,
R-713,13622450251,13622450256,17.73,residential,,UNKNOWN,,,,,,
R-714,13622450251,13622450256,49.66,residential,,UNKNOWN,,,,,,
R-715,13622450256,13620903026,3.89,residential,,UNKNOWN,,,,,,
R-716,13622450256,13622450251,17.73,residential,,UNKNOWN,,,,,,
R-717,13622450256,13622450251,49.66,residential,,UNKNOWN,,,,,,
R-718,13622492455,11046205759,2.71,residential,0.5071,HIGH,0.7433,0.6971,0.6971,0.0173,0.2211,0.7783
R-719,13622492455,13622492455,70.2,residential,0.498,MODERATE,0.7233,0.68,0.68,0.0181,0.236,0.7633
R-720,13622492455,13622492455,70.2,residential,0.498,MODERATE,0.7233,0.68,0.68,0.0181,0.2361,0.7633
R-721,13622492459,11046205760,27.53,residential,0.5173,HIGH,0.7685,0.72,0.72,0.0315,0.2061,0.7442
R-722,13622503093,10925941300,33.46,residential,0.5826,HIGH,0.8042,0.7514,0.7486,0.0992,0.3659,0.845
R-723,13622503093,10925943006,9.08,residential,,UNKNOWN,,,,,,
R-724,13622503093,13622531608,11.41,residential,,UNKNOWN,,,,,,
R-725,13622528187,13622528188,26.61,residential,0.6352,HIGH,0.8327,0.7771,0.7771,0.1611,0.5194,0.8658
R-726,13622528188,13619604480,6.51,residential,0.6167,HIGH,0.8403,0.7829,0.7829,0.1818,0.5882,0.5
R-727,13622528188,13622528187,26.61,residential,0.6352,HIGH,0.8324,0.7771,0.7771,0.1611,0.5194,0.8658
R-728,13622528188,13622528189,15.17,residential,0.5943,HIGH,0.83,0.7743,0.7743,0.1577,0.5052,0.5
R-729,13622528189,13622528188,15.17,residential,0.5943,HIGH,0.83,0.7743,0.7743,0.1577,0.5052,0.5
R-730,13622528191,10925943006,15.5,residential,,UNKNOWN,,,,,,
R-731,13622528191,13619604480,1.56,residential,,UNKNOWN,,,,,,
R-732,13622528191,9914206292,79.32,residential,0.5598,HIGH,0.8133,0.76,0.76,0.1104,0.3936,0.5
R-733,13622531608,13622503093,11.41,residential,,UNKNOWN,,,,,,
R-734,13622531608,13622531608,97.62,residential,0.5256,HIGH,0.7821,0.7314,0.7314,0.0716,0.3261,0.5
R-735,13622531608,13622531608,97.62,residential,0.5256,HIGH,0.7821,0.7314,0.7314,0.0716,0.3261,0.5
R-736,13626183249,13626183260,6.93,residential,0.7666,VERY_HIGH,0.9552,0.8857,0.8857,0.4642,0.597,0.8317
R-737,13626183249,245666901,29.88,tertiary,0.7441,HIGH,0.9545,0.8829,0.8829,0.3829,0.5266,0.8858
R-738,13626183257,11047568171,126.95,residential,0.6199,HIGH,0.8379,0.78,0.78,0.0537,0.5094,0.9217
R-739,13626183257,13626183258,55.37,residential,0.6552,HIGH,0.8567,0.7971,0.7971,0.2393,0.4459,0.9017
R-740,13626183257,245666901,111.52,residential,0.6372,HIGH,0.8967,0.8343,0.8343,0.1698,0.3266,0.8292
R-741,13626183258,13626183257,55.37,residential,0.6552,HIGH,0.8567,0.7971,0.7971,0.2393,0.4459,0.9017
R-742,13626183259,10055232024,7.16,residential,0.5725,HIGH,0.8973,0.8343,0.8343,0.0648,0.1644,0.6342
R-743,13626183259,10055232027,90.39,residential,0.5675,HIGH,0.8412,0.7829,0.7829,0.0389,0.2452,0.8067
R-744,13626183259,13639959261,22.54,residential,0.6494,HIGH,0.9142,0.8486,0.8486,0.2943,0.2863,0.6775
R-745,13626183260,13626183250,4.87,residential,0.7567,VERY_HIGH,0.947,0.8771,0.8771,0.463,0.5784,0.8092
R-746,13626183260,13639959261,19.36,residential,0.7436,HIGH,0.9458,0.8771,0.8771,0.4491,0.5291,0.7825
