rank,road_id,source,target,length_m,road_class,hotspot_score,hotspot_class,peak_flood_depth_m,mean_flood_depth_m,peak_combined_risk,mean_combined_risk,risk_duration,high_risk_duration,very_high_risk_duration,fraction_of_time_high_risk,first_high_risk_timestamp,first_critical_timestamp,peak_risk_timestamp,peak_flood_depth_timestamp,number_of_timestamps
341,R-078,10724726259,13617040682,6.53,residential,0.5532,HIGH,0.316,0.158,0.6238,0.4342,5,2,0,0.333,T+60min,,T+90min,T+90min,6
342,R-293,13617040682,10724726259,6.53,residential,0.5532,HIGH,0.316,0.158,0.6238,0.4342,5,2,0,0.333,T+60min,,T+90min,T+90min,6
343,R-617,13619604480,13622528188,6.51,residential,0.5532,HIGH,0.315,0.157,0.6247,0.4355,5,2,0,0.333,T+60min,,T+90min,T+90min,6
344,R-726,13622528188,13619604480,6.51,residential,0.5532,HIGH,0.315,0.157,0.6247,0.4355,5,2,0,0.333,T+60min,,T+90min,T+90min,6
345,R-291,13617040678,13617040684,74.61,tertiary,0.5528,HIGH,0.319,0.157,0.6199,0.4287,5,2,0,0.333,T+60min,,T+90min,T+90min,6
346,R-1056,245667863,14104987804,4.84,residential,0.5527,HIGH,0.318,0.159,0.6208,0.4302,5,2,0,0.333,T+60min,,T+90min,T+90min,6
347,R-891,14104987804,245667863,4.84,residential,0.5527,HIGH,0.318,0.159,0.6208,0.4302,5,2,0,0.333,T+60min,,T+90min,T+90min,6
348,R-1229,4342420490,622060802,145.96,residential,0.5526,HIGH,0.327,0.143,0.6116,0.415,5,2,0,0.333,T+60min,,T+90min,T+90min,6
349,R-1295,622060802,4342420490,145.96,residential,0.5526,HIGH,0.327,0.143,0.6116,0.415,5,2,0,0.333,T+60min,,T+90min,T+90min,6
350,R-295,13617040682,13617092837,22.96,residential,0.551,HIGH,0.316,0.154,0.6194,0.4298,5,2,0,0.333,T+60min,,T+90min,T+90min,6
351,R-342,13617092837,13617040682,22.96,residential,0.551,HIGH,0.316,0.154,0.6194,0.4298,5,2,0,0.333,T+60min,,T+90min,T+90min,6
352,R-769,13638081818,13638081819,10.0,residential,0.5509,HIGH,0.326,0.16,0.6092,0.4134,5,2,0,0.333,T+60min,,T+90min,T+90min,6
353,R-772,13638081819,13638081818,10.0,residential,0.5509,HIGH,0.326,0.16,0.6092,0.4134,5,2,0,0.333,T+60min,,T+90min,T+90min,6
354,R-382,13617550913,13617483794,3.32,tertiary,0.55,HIGH,0.309,0.155,0.6244,0.4392,6,2,0,0.333,T+60min,,T+90min,T+90min,6
355,R-728,13622528188,13622528189,15.17,residential,0.5487,HIGH,0.315,0.153,0.6157,0.4265,5,2,0,0.333,T+60min,,T+90min,T+90min,6
356,R-729,13622528189,13622528188,15.17,residential,0.5487,HIGH,0.315,0.153,0.6157,0.4265,5,2,0,0.333,T+60min,,T+90min,T+90min,6
357,R-045,10653501374,245665910,119.23,residential,0.5483,HIGH,0.31,0.137,0.6199,0.4339,5,2,0,0.333,T+60min,,T+90min,T+90min,6
358,R-948,245665910,10653501374,119.23,residential,0.5483,HIGH,0.31,0.137,0.6199,0.4339,5,2,0,0.333,T+60min,,T+90min,T+90min,6
359,R-1064,245668000,1375215119,42.9,tertiary,0.5481,HIGH,0.314,0.148,0.6156,0.4272,5,2,0,0.333,T+60min,,T+90min,T+90min,6
360,R-843,1375215119,245668000,42.9,tertiary,0.5481,HIGH,0.314,0.148,0.6156,0.4272,5,2,0,0.333,T+60min,,T+90min,T+90min,6
361,R-1506,9691859215,3743617937,32.75,trunk,0.548,HIGH,0.312,0.151,0.6174,0.4304,5,2,0,0.333,T+60min,,T+90min,T+90min,6
362,R-753,13638081805,13638081809,31.06,residential,0.5472,HIGH,0.317,0.154,0.6108,0.4206,5,2,0,0.333,T+60min,,T+90min,T+90min,6
363,R-759,13638081809,13638081805,31.06,residential,0.5472,HIGH,0.317,0.154,0.6108,0.4206,5,2,0,0.333,T+60min,,T+90min,T+90min,6
364,R-1346,6428811268,245665910,5.09,tertiary,0.5472,HIGH,0.304,0.152,0.6238,0.4414,6,2,0,0.333,T+60min,,T+90min,T+90min,6
365,R-040,10384248275,12406104884,257.8,trunk,0.5467,HIGH,0.312,0.116,0.6147,0.4275,5,2,0,0.333,T+60min,,T+90min,T+90min,6
366,R-376,13617483794,13617550919,9.35,tertiary,0.5466,HIGH,0.309,0.148,0.6176,0.4324,5,2,0,0.333,T+60min,,T+90min,T+90min,6
367,R-377,13617483794,13617550927,24.58,tertiary,0.546,HIGH,0.309,0.142,0.6163,0.4311,5,2,0,0.333,T+60min,,T+90min,T+90min,6
368,R-025,10265662175,10265662174,41.47,trunk,0.5459,HIGH,0.305,0.143,0.6202,0.4372,6,2,0,0.333,T+60min,,T+90min,T+90min,6
369,R-812,13638535685,13638546126,53.41,residential,0.5458,HIGH,0.31,0.151,0.615,0.429,5,2,0,0.333,T+60min,,T+90min,T+90min,6
370,R-832,13638546126,13638535685,53.41,residential,0.5458,HIGH,0.31,0.151,0.615,0.429,5,2,0,0.333,T+60min,,T+90min,T+90min,6
371,R-754,13638081805,13638081811,19.75,residential,0.5451,HIGH,0.317,0.153,0.6066,0.4164,5,2,0,0.333,T+60min,,T+90min,T+90min,6
372,R-762,13638081811,13638081805,19.75,residential,0.5451,HIGH,0.317,0.153,0.6066,0.4164,5,2,0,0.333,T+60min,,T+90min,T+90min,6
373,R-1345,6428811263,6428811268,7.16,tertiary,0.5444,HIGH,0.304,0.151,0.6182,0.4358,6,2,0,0.333,T+60min,,T+90min,T+90min,6
374,R-924,2244637034,2244637056,315.81,residential,0.5439,HIGH,0.326,0.118,0.5952,0.3994,5,2,0,0.333,T+60min,,T+90min,T+90min,6
375,R-928,2244637056,2244637034,315.81,residential,0.5439,HIGH,0.326,0.118,0.5952,0.3994,5,2,0,0.333,T+60min,,T+90min,T+90min,6
376,R-1066,245668000,4342420553,69.13,residential,0.5438,HIGH,0.314,0.143,0.607,0.4186,5,2,0,0.333,T+60min,,T+90min,T+90min,6
377,R-1235,4342420553,245668000,69.13,residential,0.5438,HIGH,0.314,0.143,0.607,0.4186,5,2,0,0.333,T+60min,,T+90min,T+90min,6
378,R-1009,245666651,8443491310,77.22,residential,0.5432,HIGH,0.318,0.147,0.6018,0.411,5,2,0,0.333,T+60min,,T+90min,T+90min,6
379,R-1481,8443491310,245666651,77.22,residential,0.5432,HIGH,0.318,0.147,0.6018,0.411,5,2,0,0.333,T+60min,,T+90min,T+90min,6
380,R-808,13638535684,13638546126,11.87,residential,0.5432,HIGH,0.311,0.152,0.6087,0.4225,5,2,0,0.333,T+60min,,T+90min,T+90min,6
381,R-831,13638546126,13638535684,11.87,residential,0.5431,HIGH,0.311,0.152,0.6085,0.4223,5,2,0,0.333,T+60min,,T+90min,T+90min,6
382,R-949,245665910,13617092840,6.78,tertiary,0.543,HIGH,0.304,0.15,0.6154,0.433,6,2,0,0.333,T+60min,,T+90min,T+90min,6
383,R-1183,2897024748,2897024751,8.0,tertiary_link,0.5425,HIGH,0.314,0.155,0.6044,0.4162,5,2,0,0.333,T+60min,,T+90min,T+90min,6
384,R-1188,2897024751,2897024748,8.0,tertiary_link,0.5425,HIGH,0.314,0.155,0.6044,0.4162,5,2,0,0.333,T+60min,,T+90min,T+90min,6
385,R-353,13617280082,13617327485,128.75,residential,0.5424,HIGH,0.318,0.128,0.6001,0.4093,5,2,0,0.333,T+60min,,T+90min,T+90min,6
386,R-365,13617327485,13617280082,128.75,residential,0.5424,HIGH,0.318,0.128,0.6001,0.4093,5,2,0,0.333,T+60min,,T+90min,T+90min,6
387,R-1266,5911310871,12406104882,38.0,trunk,0.5419,HIGH,0.3,0.139,0.6172,0.4372,6,2,0,0.333,T+60min,,T+90min,T+90min,6
388,R-883,13798296289,13798296297,14.44,residential,0.5407,HIGH,0.307,0.144,0.6078,0.4234,5,2,0,0.333,T+60min,,T+90min,T+90min,6
389,R-886,13798296297,13798296289,14.44,residential,0.5407,HIGH,0.307,0.144,0.6078,0.4234,5,2,0,0.333,T+60min,,T+90min,T+90min,6
390,R-320,13617040695,13617040696,5.23,tertiary_link,0.5402,HIGH,0.313,0.154,0.6008,0.413,5,2,0,0.333,T+60min,,T+90min,T+90min,6
391,R-323,13617040696,13617040695,5.23,tertiary_link,0.5402,HIGH,0.313,0.154,0.6008,0.413,5,2,0,0.333,T+60min,,T+90min,T+90min,6
392,R-1220,3803643818,13617040695,31.18,tertiary,0.539,HIGH,0.313,0.148,0.5983,0.4105,5,2,0,0.333,T+60min,,T+90min,T+90min,6
393,R-1395,6554236440,6554236451,130.04,residential,0.5387,HIGH,0.316,0.14,0.5948,0.4052,5,2,0,0.333,T+60min,,T+90min,T+90min,6
394,R-1404,6554236451,6554236440,130.04,residential,0.5387,HIGH,0.316,0.14,0.5948,0.4052,5,2,0,0.333,T+60min,,T+90min,T+90min,6
395,R-884,13798296289,13798296297,63.43,residential,0.5379,HIGH,0.307,0.137,0.6021,0.4177,5,2,0,0.333,T+60min,,T+90min,T+90min,6
396,R-887,13798296297,13798296289,63.43,residential,0.5379,HIGH,0.307,0.137,0.6021,0.4177,5,2,0,0.333,T+60min,,T+90min,T+90min,6
397,R-316,13617040693,13617040694,7.62,tertiary_link,0.5375,HIGH,0.311,0.153,0.5973,0.4111,5,2,0,0.333,T+60min,,T+90min,T+90min,6
398,R-319,13617040694,13617040693,7.62,tertiary_link,0.5375,HIGH,0.311,0.153,0.5973,0.4111,5,2,0,0.333,T+60min,,T+90min,T+90min,6
399,R-110,10925931781,4342420515,46.46,secondary,0.537,HIGH,0.309,0.14,0.5983,0.4131,5,2,0,0.333,T+60min,,T+90min,T+90min,6
400,R-1231,4342420515,10925931781,46.46,secondary,0.537,HIGH,0.309,0.14,0.5983,0.4131,5,2,0,0.333,T+60min,,T+90min,T+90min,6
401,R-1344,6428811263,13621901231,32.82,tertiary,0.5367,HIGH,0.302,0.146,0.6048,0.4236,5,2,0,0.333,T+60min,,T+90min,T+90min,6
402,R-1343,6428811262,13617092839,2.21,tertiary,0.5366,HIGH,0.3,0.15,0.6066,0.4262,5,2,0,0.333,T+60min,,T+90min,T+90min,6
403,R-348,13617092839,6428811263,5.46,tertiary,0.5366,HIGH,0.3,0.15,0.6066,0.4262,5,2,0,0.333,T+60min,,T+90min,T+90min,6
404,R-507,13619368459,13619368466,71.23,residential,0.5354,HIGH,0.309,0.137,0.5951,0.4099,5,2,0,0.333,T+60min,,T+90min,T+90min,6
405,R-512,13619368466,13619368459,71.23,residential,0.5354,HIGH,0.309,0.137,0.5951,0.4099,5,2,0,0.333,T+60min,,T+90min,T+90min,6
406,R-1058,245667933,10925931781,125.58,residential,0.5353,HIGH,0.309,0.132,0.595,0.4098,5,2,0,0.333,T+60min,,T+90min,T+90min,6
407,R-108,10925931781,245667933,125.58,residential,0.5353,HIGH,0.309,0.132,0.595,0.4098,5,2,0,0.333,T+60min,,T+90min,T+90min,6
408,R-334,13617092832,13617092836,59.88,residential,0.5351,HIGH,0.309,0.144,0.5946,0.4092,5,2,0,0.333,T+60min,,T+90min,T+90min,6
409,R-339,13617092836,13617092832,59.88,residential,0.5351,HIGH,0.309,0.144,0.5946,0.4092,5,2,0,0.333,T+60min,,T+90min,T+90min,6
410,R-023,10265662174,622042581,86.75,trunk_link,0.535,HIGH,0.309,0.139,0.5943,0.4091,5,2,0,0.333,T+60min,,T+90min,T+90min,6
411,R-350,13617092840,6428811262,6.78,tertiary,0.535,HIGH,0.3,0.149,0.6033,0.4229,5,2,0,0.333,T+60min,,T+90min,T+90min,6
412,R-333,13617092832,13617092835,63.86,residential,0.5347,HIGH,0.309,0.143,0.5937,0.4083,5,2,0,0.333,T+60min,,T+90min,T+90min,6
413,R-336,13617092835,13617092832,63.86,residential,0.5347,HIGH,0.309,0.143,0.5937,0.4083,5,2,0,0.333,T+60min,,T+90min,T+90min,6
414,R-317,13617040693,3193827831,35.57,tertiary,0.5344,HIGH,0.311,0.145,0.5911,0.4049,5,2,0,0.333,T+60min,,T+90min,T+90min,6
415,R-1043,245667676,245667764,98.77,residential,0.5343,HIGH,0.305,0.126,0.597,0.414,5,2,0,0.333,T+60min,,T+90min,T+90min,6
416,R-1052,245667764,245667676,98.77,residential,0.5343,HIGH,0.305,0.126,0.597,0.414,5,2,0,0.333,T+60min,,T+90min,T+90min,6
417,R-207,13398075180,13398075181,14.55,tertiary_link,0.5329,HIGH,0.296,0.14,0.6031,0.4257,5,2,0,0.333,T+60min,,T+90min,T+90min,6
418,R-209,13398075181,13398075180,14.55,tertiary_link,0.5329,HIGH,0.296,0.14,0.6031,0.4257,5,2,0,0.333,T+60min,,T+90min,T+90min,6
419,R-378,13617550905,13617483789,8.06,tertiary,0.5321,HIGH,0.299,0.149,0.5985,0.4191,5,2,0,0.333,T+60min,,T+90min,T+90min,6
420,R-1061,245667933,6490861784,77.54,residential,0.5313,HIGH,0.304,0.134,0.5919,0.4095,5,2,0,0.333,T+60min,,T+90min,T+90min,6
421,R-1357,6490861784,245667933,77.54,residential,0.5313,HIGH,0.304,0.134,0.5919,0.4095,5,2,0,0.333,T+60min,,T+90min,T+90min,6
422,R-096,10924277272,10924277275,31.57,residential,0.531,HIGH,0.304,0.137,0.5914,0.409,5,2,0,0.333,T+60min,,T+90min,T+90min,6
423,R-099,10924277275,10924277272,31.57,residential,0.531,HIGH,0.304,0.137,0.5914,0.409,5,2,0,0.333,T+60min,,T+90min,T+90min,6
424,R-1041,245667676,1934627523,129.94,residential,0.5308,HIGH,0.295,0.124,0.5999,0.4229,5,2,0,0.333,T+60min,,T+90min,T+90min,6
425,R-899,1934627523,245667676,129.94,residential,0.5308,HIGH,0.295,0.124,0.5999,0.4229,5,2,0,0.333,T+60min,,T+90min,T+90min,6
426,R-1341,6428811261,6428811262,97.3,tertiary,0.5303,HIGH,0.3,0.139,0.5939,0.4135,5,2,0,0.333,T+60min,,T+90min,T+90min,6
427,R-385,13617550919,13617550905,12.15,tertiary,0.5299,HIGH,0.299,0.142,0.5942,0.4148,5,2,0,0.333,T+60min,,T+90min,T+90min,6
428,R-1154,2897024660,245666386,251.12,tertiary,0.5292,HIGH,0.291,0.109,0.6008,0.4262,6,2,0,0.333,T+60min,,T+90min,T+90min,6
429,R-992,245666386,2897024660,251.12,tertiary,0.5292,HIGH,0.291,0.109,0.6008,0.4262,6,2,0,0.333,T+60min,,T+90min,T+90min,6
430,R-802,13638535682,13638546110,45.74,residential,0.5289,HIGH,0.308,0.142,0.5832,0.3984,5,2,0,0.333,T+60min,,T+90min,T+90min,6
431,R-819,13638546110,13638535682,45.74,residential,0.5289,HIGH,0.308,0.142,0.5832,0.3984,5,2,0,0.333,T+60min,,T+90min,T+90min,6
432,R-1483,8570027362,13617092839,42.87,residential,0.5287,HIGH,0.3,0.143,0.5907,0.4103,5,2,0,0.333,T+60min,,T+90min,T+90min,6
433,R-349,13617092839,8570027362,42.87,residential,0.5286,HIGH,0.3,0.143,0.5906,0.4102,5,2,0,0.333,T+60min,,T+90min,T+90min,6
434,R-441,13618374677,13618374689,57.67,residential,0.5278,HIGH,0.299,0.125,0.5899,0.4105,5,2,0,0.333,T+60min,,T+90min,T+90min,6
435,R-445,13618374689,13618374677,57.67,residential,0.5278,HIGH,0.299,0.125,0.5899,0.4105,5,2,0,0.333,T+60min,,T+90min,T+90min,6
436,R-322,13617040696,13616325516,32.27,tertiary,0.5275,HIGH,0.305,0.143,0.5833,0.4003,5,2,0,0.333,T+60min,,T+90min,T+90min,6
437,R-022,10265662126,6428382636,15.66,residential,0.5275,HIGH,0.298,0.146,0.5903,0.4113,5,2,0,0.333,T+60min,,T+90min,T+90min,6
438,R-1329,6428382636,10265662126,15.66,residential,0.5275,HIGH,0.298,0.146,0.5903,0.4113,5,2,0,0.333,T+60min,,T+90min,T+90min,6
439,R-063,10696472347,13638535683,64.81,residential,0.5264,HIGH,0.304,0.125,0.5822,0.3998,5,2,0,0.333,T+60min,,T+90min,T+90min,6
440,R-803,13638535683,10696472347,64.81,residential,0.5264,HIGH,0.304,0.125,0.5822,0.3998,5,2,0,0.333,T+60min,,T+90min,T+90min,6
441,R-351,13617092840,6428811270,95.73,tertiary,0.5261,HIGH,0.297,0.137,0.5885,0.4103,5,2,0,0.333,T+60min,,T+90min,T+90min,6
442,R-119,11027088421,2897024682,481.95,unclassified,0.5254,HIGH,0.296,0.103,0.5882,0.4108,5,2,0,0.333,T+60min,,T+90min,T+90min,6
443,R-1512,9914206292,13622528191,79.32,residential,0.5253,HIGH,0.3,0.145,0.5839,0.4041,5,2,0,0.333,T+60min,,T+90min,T+90min,6
444,R-732,13622528191,9914206292,79.32,residential,0.5253,HIGH,0.3,0.145,0.5839,0.4041,5,2,0,0.333,T+60min,,T+90min,T+90min,6
445,R-815,13638535686,245666191,66.58,residential,0.5253,HIGH,0.294,0.132,0.5899,0.4135,5,2,0,0.333,T+60min,,T+90min,T+90min,6
446,R-966,245666191,13638535686,66.58,residential,0.5253,HIGH,0.294,0.132,0.5899,0.4135,5,2,0,0.333,T+60min,,T+90min,T+90min,6
447,R-1110,2897024501,2897024596,235.36,tertiary,0.5233,HIGH,0.295,0.121,0.5849,0.4077,5,2,0,0.333,T+60min,,T+90min,T+90min,6
448,R-1123,2897024596,2897024501,235.36,tertiary,0.5233,HIGH,0.295,0.121,0.5849,0.4077,5,2,0,0.333,T+60min,,T+90min,T+90min,6
449,R-760,13638081810,13638081811,31.39,residential,0.5231,HIGH,0.299,0.147,0.5805,0.4011,5,2,0,0.333,T+60min,,T+90min,T+90min,6
450,R-763,13638081811,13638081810,31.39,residential,0.5231,HIGH,0.299,0.147,0.5805,0.4011,5,2,0,0.333,T+60min,,T+90min,T+90min,6
451,R-1164,2897024683,11027088421,488.66,unclassified,0.523,HIGH,0.296,0.101,0.5833,0.4059,5,2,0,0.333,T+60min,,T+90min,T+90min,6
452,R-786,13638535656,2439333822,61.17,residential,0.5222,HIGH,0.289,0.134,0.5887,0.4153,5,2,0,0.333,T+60min,,T+90min,T+90min,6
453,R-945,2439333822,13638535656,61.17,residential,0.5222,HIGH,0.289,0.134,0.5887,0.4153,5,2,0,0.333,T+60min,,T+90min,T+90min,6
454,R-811,13638535685,13638535686,66.86,residential,0.5201,HIGH,0.294,0.137,0.5795,0.4031,5,2,0,0.333,T+60min,,T+90min,T+90min,6
455,R-814,13638535686,13638535685,66.86,residential,0.5201,HIGH,0.294,0.137,0.5795,0.4031,5,2,0,0.333,T+60min,,T+90min,T+90min,6
456,R-528,13619374592,13619374593,14.32,residential,0.5196,HIGH,0.27,0.135,0.6026,0.4408,6,2,0,0.333,T+60min,,T+90min,T+90min,6
457,R-530,13619374593,13619374592,14.32,residential,0.5196,HIGH,0.27,0.135,0.6026,0.4408,6,2,0,0.333,T+60min,,T+90min,T+90min,6
458,R-1160,2897024676,2897024734,183.57,tertiary,0.5186,HIGH,0.288,0.124,0.5825,0.4095,5,2,0,0.333,T+60min,,T+90min,T+90min,6
459,R-665,13621901230,13621901231,7.57,tertiary_link,0.518,HIGH,0.287,0.141,0.5824,0.4102,5,2,0,0.333,T+60min,,T+90min,T+90min,6
460,R-668,13621901231,13621901230,7.57,tertiary_link,0.518,HIGH,0.287,0.141,0.5824,0.4102,5,2,0,0.333,T+60min,,T+90min,T+90min,6
461,R-1314,631507991,11976374939,141.9,tertiary,0.5167,HIGH,0.28,0.126,0.5868,0.4186,6,2,0,0.333,T+60min,,T+90min,T+90min,6
462,R-722,13622503093,10925941300,33.46,residential,0.5166,HIGH,0.288,0.142,0.5786,0.4056,5,2,0,0.333,T+60min,,T+90min,T+90min,6
463,R-114,10925941300,13622503093,33.46,residential,0.5165,HIGH,0.288,0.142,0.5784,0.4054,5,2,0,0.333,T+60min,,T+90min,T+90min,6
464,R-529,13619374592,2244637004,43.06,trunk,0.5132,HIGH,0.27,0.135,0.5897,0.4279,6,2,0,0.333,T+60min,,T+90min,T+90min,6
465,R-985,245666367,245666446,67.69,residential,0.5131,HIGH,0.282,0.134,0.5776,0.4084,5,2,0,0.333,T+60min,,T+90min,T+90min,6
466,R-998,245666446,245666367,67.69,residential,0.5131,HIGH,0.282,0.134,0.5776,0.4084,5,2,0,0.333,T+60min,,T+90min,T+90min,6
467,R-076,10696472356,245666446,29.73,residential,0.5128,HIGH,0.283,0.137,0.5759,0.4063,5,2,0,0.333,T+60min,,T+90min,T+90min,6
468,R-995,245666446,10696472356,29.73,residential,0.5128,HIGH,0.283,0.137,0.5759,0.4063,5,2,0,0.333,T+60min,,T+90min,T+90min,6
469,R-532,13619374593,13619374597,15.61,residential,0.5122,HIGH,0.27,0.135,0.5878,0.426,6,2,0,0.333,T+60min,,T+90min,T+90min,6
470,R-534,13619374597,13619374593,15.61,residential,0.5122,HIGH,0.27,0.135,0.5878,0.426,6,2,0,0.333,T+60min,,T+90min,T+90min,6
471,R-167,12334925193,2804520131,48.26,trunk,0.5108,HIGH,0.279,0.134,0.5759,0.4087,5,2,0,0.333,T+60min,,T+90min,T+90min,6
472,R-531,13619374593,13619374596,37.21,residential,0.5104,HIGH,0.269,0.134,0.5852,0.4242,6,2,0,0.333,T+60min,,T+90min,T+90min,6
473,R-533,13619374596,13619374593,37.21,residential,0.5104,HIGH,0.269,0.134,0.5852,0.4242,6,2,0,0.333,T+60min,,T+90min,T+90min,6
474,R-1039,245667542,10265662175,84.99,trunk,0.5093,HIGH,0.27,0.13,0.582,0.42,6,2,0,0.333,T+60min,,T+90min,T+90min,6
475,R-190,12406085638,10384248275,2.73,trunk,0.5078,HIGH,0.275,0.13,0.5739,0.4089,5,2,0,0.333,T+60min,,T+90min,T+90min,6
476,R-1040,245667542,2244637004,25.01,residential,0.5046,HIGH,0.27,0.134,0.5726,0.4108,5,2,0,0.333,T+60min,,T+90min,T+90min,6
477,R-904,2244637004,245667542,25.01,residential,0.5046,HIGH,0.27,0.134,0.5726,0.4108,5,2,0,0.333,T+60min,,T+90min,T+90min,6
478,R-419,13618347449,245667863,266.41,secondary,0.4947,MODERATE,0.322,0.094,0.584,0.3908,5,1,0,0.167,T+90min,,T+90min,T+90min,6
479,R-770,13638081818,13638081821,40.15,residential,0.489,MODERATE,0.312,0.141,0.5826,0.3956,5,1,0,0.167,T+90min,,T+90min,T+90min,6
480,R-773,13638081821,13638081818,40.15,residential,0.489,MODERATE,0.312,0.141,0.5826,0.3956,5,1,0,0.167,T+90min,,T+90min,T+90min,6
481,R-892,14104987804,2897024862,300.37,secondary,0.4873,MODERATE,0.322,0.088,0.5693,0.3761,5,1,0,0.167,T+90min,,T+90min,T+90min,6
482,R-805,13638535683,13638535684,73.54,residential,0.4835,MODERATE,0.307,0.127,0.5766,0.3922,5,1,0,0.167,T+90min,,T+90min,T+90min,6
483,R-806,13638535684,13638535683,73.54,residential,0.4835,MODERATE,0.307,0.127,0.5766,0.3922,5,1,0,0.167,T+90min,,T+90min,T+90min,6
484,R-010,10091403662,13617040694,36.49,tertiary,0.4835,MODERATE,0.303,0.143,0.5806,0.3988,5,1,0,0.167,T+90min,,T+90min,T+90min,6
485,R-931,2244637067,6554236440,32.92,tertiary,0.4815,MODERATE,0.306,0.137,0.5737,0.3903,5,1,0,0.167,T+90min,,T+90min,T+90min,6
486,R-1393,6554236440,2244637067,32.92,tertiary,0.4814,MODERATE,0.306,0.137,0.5735,0.3901,5,1,0,0.167,T+90min,,T+90min,T+90min,6
487,R-1278,622039345,13618414607,7.6,residential,0.4806,MODERATE,0.3,0.148,0.5779,0.3979,5,1,0,0.167,T+90min,,T+90min,T+90min,6
488,R-459,13618414607,622039345,7.6,residential,0.4806,MODERATE,0.3,0.148,0.5779,0.3979,5,1,0,0.167,T+90min,,T+90min,T+90min,6
489,R-1443,7365871208,13617483789,26.78,tertiary,0.4797,MODERATE,0.299,0.14,0.577,0.3976,5,1,0,0.167,T+90min,,T+90min,T+90min,6
490,R-748,13638081803,13638081811,9.23,residential,0.4792,MODERATE,0.299,0.144,0.576,0.3966,5,1,0,0.167,T+90min,,T+90min,T+90min,6
491,R-761,13638081811,13638081803,9.23,residential,0.4792,MODERATE,0.299,0.144,0.576,0.3966,5,1,0,0.167,T+90min,,T+90min,T+90min,6
492,R-987,245666370,3803643818,26.19,tertiary,0.4791,MODERATE,0.298,0.145,0.5768,0.3978,5,1,0,0.167,T+90min,,T+90min,T+90min,6
493,R-1331,6428382636,12756633089,95.51,residential,0.4787,MODERATE,0.301,0.131,0.573,0.3922,5,1,0,0.167,T+90min,,T+90min,T+90min,6
494,R-205,12756633089,6428382636,95.51,residential,0.4787,MODERATE,0.301,0.131,0.573,0.3922,5,1,0,0.167,T+90min,,T+90min,T+90min,6
495,R-1212,3193827831,245666370,35.93,tertiary,0.4785,MODERATE,0.298,0.144,0.5756,0.3966,5,1,0,0.167,T+90min,,T+90min,T+90min,6
496,R-1279,622039345,13619237610,8.4,residential,0.4783,MODERATE,0.3,0.143,0.5732,0.3932,5,1,0,0.167,T+90min,,T+90min,T+90min,6
497,R-465,13619237610,622039345,8.4,residential,0.4783,MODERATE,0.3,0.143,0.5732,0.3932,5,1,0,0.167,T+90min,,T+90min,T+90min,6
498,R-325,13617040697,245666370,6.68,tertiary_link,0.4781,MODERATE,0.298,0.143,0.5748,0.3958,5,1,0,0.167,T+90min,,T+90min,T+90min,6
499,R-986,245666370,13617040697,6.68,tertiary_link,0.4781,MODERATE,0.298,0.143,0.5748,0.3958,5,1,0,0.167,T+90min,,T+90min,T+90min,6
500,R-288,13616325516,13617040697,25.39,tertiary,0.4776,MODERATE,0.298,0.141,0.5738,0.3948,5,1,0,0.167,T+90min,,T+90min,T+90min,6
501,R-379,13617550905,13617550915,26.3,tertiary,0.4771,MODERATE,0.299,0.129,0.5718,0.3924,5,1,0,0.167,T+90min,,T+90min,T+90min,6
502,R-1234,4342420517,9914206292,78.72,residential,0.4755,MODERATE,0.3,0.124,0.5676,0.3878,5,1,0,0.167,T+90min,,T+90min,T+90min,6
503,R-1513,9914206292,4342420517,78.72,residential,0.4755,MODERATE,0.3,0.124,0.5676,0.3878,5,1,0,0.167,T+90min,,T+90min,T+90min,6
504,R-066,10696472349,13638535686,74.14,residential,0.4747,MODERATE,0.294,0.123,0.5721,0.3957,5,1,0,0.167,T+90min,,T+90min,T+90min,6
505,R-813,13638535686,10696472349,74.14,residential,0.4747,MODERATE,0.294,0.123,0.5721,0.3957,5,1,0,0.167,T+90min,,T+90min,T+90min,6
506,R-1060,245667933,245668038,114.17,residential,0.4744,MODERATE,0.294,0.108,0.5714,0.3948,5,1,0,0.167,T+90min,,T+90min,T+90min,6
507,R-1073,245668038,245667933,114.17,residential,0.4744,MODERATE,0.294,0.108,0.5714,0.3948,5,1,0,0.167,T+90min,,T+90min,T+90min,6
508,R-156,12243225438,245667542,141.67,trunk,0.4736,MODERATE,0.294,0.122,0.5699,0.3935,5,1,0,0.167,T+90min,,T+90min,T+90min,6
509,R-1225,4342420383,2244637034,83.76,residential,0.4734,MODERATE,0.289,0.133,0.5744,0.401,5,1,0,0.167,T+90min,,T+90min,T+90min,6
510,R-925,2244637034,4342420383,83.76,residential,0.4734,MODERATE,0.289,0.133,0.5744,0.401,5,1,0,0.167,T+90min,,T+90min,T+90min,6
511,R-1053,245667803,245667757,255.38,trunk,0.4727,MODERATE,0.288,0.122,0.5741,0.4015,5,1,0,0.167,T+90min,,T+90min,T+90min,6
512,R-1319,631507993,631507992,17.98,tertiary,0.4725,MODERATE,0.294,0.142,0.5676,0.391,5,1,0,0.167,T+90min,,T+90min,T+90min,6
513,R-561,13619412997,13619412997,128.29,residential,0.4724,MODERATE,0.292,0.131,0.5694,0.3944,5,1,0,0.167,T+90min,,T+90min,T+90min,6
