road_id,source,target,length_m,road_class,road_name,lanes,width_m,maxspeed_kmh,oneway,grid_cell_count,mean_elevation_m,min_elevation_m,max_elevation_m,elevation_range_m,elevation_gradient,mean_imperviousness,mean_infiltration_mm_hr,mean_flow_accumulation,max_flow_accumulation,mean_flow_direction,mean_twi,mean_slope_deg
R-780,13638535654,13638535652,45.47,residential,,2,6.0,30,False,6,5.37,4.2,7.22,3.02,0.0664,0.745,2.55,2.54,6.16,128.0,6.746,4.38
R-781,13638535654,13638535653,39.0,residential,,2,6.0,30,False,6,3.46,2.77,4.2,1.43,0.0367,0.763,2.37,20.41,31.26,69.33,8.833,2.6
R-782,13638535654,13638535655,73.26,residential,,2,6.0,30,False,10,5.03,4.2,5.64,1.44,0.0197,0.748,2.52,4.42,7.57,39.6,7.729,2.14
R-783,13638535655,13638535654,73.26,residential,,2,6.0,30,False,10,5.03,4.2,5.64,1.44,0.0197,0.748,2.52,4.42,7.57,39.6,7.729,2.15
R-784,13638535655,2439333822,45.9,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,5,4.62,4.47,4.77,0.3,0.0065,0.752,2.48,4.35,7.57,2.8,8.357,1.18
R-785,13638535655,245666190,46.91,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,7,5.59,4.47,6.32,1.85,0.0394,0.743,2.57,4.02,7.57,1.57,7.807,2.07
R-786,13638535656,2439333822,61.17,residential,,2,6.0,30,False,8,4.12,3.26,4.56,1.3,0.0213,0.757,2.43,5.83,15.71,32.75,8.126,1.46
R-787,13638535661,245666446,65.41,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,8,4.9,4.4,5.91,1.51,0.0231,0.75,2.5,1.74,2.35,4.12,7.067,2.53
R-788,13638535670,10696472306,39.79,residential,,2,6.0,30,False,6,5.46,5.31,5.65,0.34,0.0085,0.744,2.56,1.54,1.69,2.0,7.947,1.51
R-789,13638535670,13638535674,53.61,residential,,2,6.0,30,False,7,5.49,5.28,5.66,0.38,0.0071,0.744,2.56,1.56,3.05,1.71,7.422,1.42
R-790,13638535670,245666446,97.55,residential,,2,6.0,30,False,13,5.34,4.49,5.95,1.46,0.015,0.745,2.55,1.54,2.02,1.15,7.761,1.53
R-791,13638535674,13638535670,53.61,residential,,2,6.0,30,False,7,5.49,5.28,5.66,0.38,0.0071,0.744,2.56,1.56,3.05,1.71,7.422,1.42
R-792,13638535675,10696472306,29.79,residential,,2,6.0,30,False,4,5.45,4.97,6.02,1.05,0.0352,0.744,2.56,2.33,3.31,2.5,7.642,2.48
R-793,13638535675,10696472307,33.56,residential,,2,6.0,30,False,5,8.06,6.02,9.73,3.71,0.1105,0.72,2.8,1.89,3.31,6.4,6.258,5.56
R-794,13638535675,13638535679,46.38,residential,,2,6.0,30,False,5,5.31,4.73,6.02,1.29,0.0278,0.746,2.54,6.25,9.77,12.0,7.839,3.58
R-795,13638535679,13638535675,46.38,residential,,2,6.0,30,False,5,5.31,4.73,6.02,1.29,0.0278,0.746,2.54,6.25,9.77,12.0,7.839,3.58
R-796,13638535681,10696472351,16.07,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,3,4.41,3.97,4.85,0.88,0.0548,0.754,2.46,1.97,2.58,3.33,7.512,1.92
R-797,13638535681,10696472356,14.31,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,3,3.8,3.47,3.97,0.5,0.0349,0.76,2.4,4.38,8.32,85.67,7.525,2.63
R-798,13638535681,13638535682,74.05,residential,,2,6.0,30,False,11,4.6,3.95,5.64,1.69,0.0228,0.752,2.48,1.45,2.58,82.0,6.949,2.61
R-799,13638535682,10294725029,24.64,residential,,2,6.0,30,False,4,4.54,4.32,4.81,0.49,0.0199,0.753,2.47,1.0,1.0,4.75,6.465,2.81
R-800,13638535682,13638535681,74.05,residential,,2,6.0,30,False,11,4.6,3.95,5.64,1.69,0.0228,0.752,2.48,1.45,2.58,82.0,6.949,2.61
R-801,13638535682,13638535685,350.21,residential,,2,6.0,30,False,37,2.29,0.14,4.4,4.26,0.0122,0.774,2.26,10.55,80.07,31.19,7.775,2.29
R-802,13638535682,13638546110,45.74,residential,,2,6.0,30,False,7,3.43,2.53,4.4,1.87,0.0409,0.763,2.37,1.33,2.29,2.86,6.523,2.91
R-803,13638535683,10696472347,64.81,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,9,4.89,2.66,7.22,4.56,0.0704,0.749,2.51,3.66,14.77,7.56,7.21,3.57
R-804,13638535683,10696472350,64.98,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,9,7.71,7.22,8.22,1.0,0.0154,0.723,2.77,1.27,1.6,4.0,6.885,2.3
R-805,13638535683,13638535684,73.54,residential,,2,6.0,30,False,9,4.73,2.56,7.22,4.66,0.0634,0.751,2.49,1.97,2.81,3.56,6.682,3.53
R-806,13638535684,13638535683,73.54,residential,,2,6.0,30,False,9,4.73,2.56,7.22,4.66,0.0634,0.751,2.49,1.97,2.81,3.56,6.682,3.53
R-807,13638535684,13638546112,36.29,residential,,2,6.0,30,False,5,2.26,1.87,2.56,0.69,0.019,0.774,2.26,6.27,14.41,3.2,7.488,2.72
R-808,13638535684,13638546126,11.87,residential,,2,6.0,30,False,4,2.64,2.39,2.95,0.56,0.0472,0.771,2.29,4.04,5.43,2.0,7.481,3.36
R-809,13638535685,10696472350,72.75,residential,,2,6.0,30,False,11,5.98,3.21,8.22,5.01,0.0689,0.739,2.61,2.39,4.97,4.73,7.006,3.35
R-810,13638535685,13638535682,350.21,residential,,2,6.0,30,False,37,2.29,0.14,4.4,4.26,0.0122,0.774,2.26,10.55,80.07,31.19,7.775,2.29
R-811,13638535685,13638535686,66.86,residential,,2,6.0,30,False,10,3.84,3.04,4.58,1.54,0.023,0.759,2.41,3.11,8.84,5.0,7.408,2.65
R-812,13638535685,13638546126,53.41,residential,,2,6.0,30,False,5,2.74,2.44,3.21,0.77,0.0144,0.769,2.31,6.45,8.45,4.4,7.945,3.55
R-813,13638535686,10696472349,74.14,residential,,2,6.0,30,False,8,5.07,3.04,6.82,3.78,0.051,0.748,2.52,3.88,8.84,1.88,7.184,2.9
R-814,13638535686,13638535685,66.86,residential,,2,6.0,30,False,10,3.84,3.04,4.58,1.54,0.023,0.759,2.41,3.11,8.84,5.0,7.408,2.65
R-815,13638535686,245666191,66.58,residential,,2,6.0,30,False,9,4.32,3.04,6.32,3.28,0.0493,0.755,2.45,7.11,16.41,15.33,7.747,2.41
R-816,13638546109,13638546109,99.63,residential,,2,6.0,30,False,13,0.59,0.02,1.49,1.47,0.0148,0.79,2.1,28.65,53.54,2.46,9.661,1.8
R-817,13638546109,13638546109,99.63,residential,,2,6.0,30,False,13,0.59,0.02,1.49,1.47,0.0148,0.79,2.1,28.65,53.54,2.46,9.661,1.8
R-818,13638546109,13638546110,26.52,residential,,2,6.0,30,False,4,1.78,0.91,2.53,1.62,0.0611,0.779,2.21,9.71,25.79,2.5,7.43,2.52
R-819,13638546110,13638535682,45.74,residential,,2,6.0,30,False,7,3.43,2.53,4.4,1.87,0.0409,0.763,2.37,1.33,2.29,2.86,6.523,2.91
R-820,13638546110,13638546109,26.52,residential,,2,6.0,30,False,4,1.78,0.91,2.53,1.62,0.0611,0.779,2.21,9.71,25.79,2.5,7.43,2.52
R-821,13638546110,245666482,17.87,residential,,2,6.0,30,False,4,2.27,2.07,2.53,0.46,0.0257,0.774,2.26,13.58,24.92,3.5,7.989,2.25
R-822,13638546111,13638546111,99.61,residential,,2,6.0,30,False,13,1.09,0.55,1.48,0.93,0.0093,0.785,2.15,18.7,39.28,11.69,9.324,1.48
R-823,13638546111,13638546111,99.61,residential,,2,6.0,30,False,13,1.09,0.55,1.48,0.93,0.0093,0.785,2.15,18.7,39.28,11.69,9.324,1.48
R-824,13638546111,13638546112,25.62,residential,,2,6.0,30,False,4,1.4,1.01,1.87,0.86,0.0336,0.782,2.18,9.28,14.41,7.0,8.683,1.7
R-825,13638546112,13638535684,36.29,residential,,2,6.0,30,False,5,2.26,1.87,2.56,0.69,0.019,0.774,2.26,6.27,14.41,3.2,7.488,2.72
R-826,13638546112,13638546111,25.62,residential,,2,6.0,30,False,4,1.4,1.01,1.87,0.86,0.0336,0.782,2.18,9.28,14.41,7.0,8.683,1.7
R-827,13638546112,245666482,29.08,residential,,2,6.0,30,False,4,2.01,1.87,2.21,0.34,0.0117,0.777,2.23,23.1,31.34,4.0,9.173,2.11
R-828,13638546125,13638546125,94.87,residential,,2,6.0,30,False,12,1.41,1.17,1.85,0.68,0.0072,0.782,2.18,13.92,20.27,20.0,9.363,1.38
R-829,13638546125,13638546125,94.87,residential,,2,6.0,30,False,12,1.41,1.17,1.85,0.68,0.0072,0.782,2.18,13.92,20.27,20.0,9.363,1.38
R-830,13638546125,13638546126,27.14,residential,,2,6.0,30,False,4,2.03,1.22,2.67,1.45,0.0534,0.776,2.24,9.88,18.04,3.5,8.621,2.58
R-831,13638546126,13638535684,11.87,residential,,2,6.0,30,False,4,2.64,2.39,2.95,0.56,0.0472,0.77,2.29,4.04,5.43,2.0,7.481,3.36
R-832,13638546126,13638535685,53.41,residential,,2,6.0,30,False,5,2.74,2.44,3.21,0.77,0.0144,0.769,2.31,6.45,8.45,4.4,7.945,3.55
R-833,13638546126,13638546125,27.14,residential,,2,6.0,30,False,4,2.03,1.22,2.67,1.45,0.0534,0.776,2.24,9.88,18.04,3.5,8.621,2.58
R-834,13639959260,13626183249,18.8,tertiary,,2,8.0,40,True,3,-1.42,-1.69,-1.1,0.59,0.0314,0.809,1.91,24.07,27.31,8.0,9.318,2.64
R-835,13639959260,13639959261,7.09,residential,,2,6.0,30,False,2,-0.95,-1.1,-0.79,0.31,0.0437,0.804,1.96,18.18,18.71,8.0,8.402,3.29
R-836,13639959261,13626183259,22.54,residential,,2,6.0,30,False,3,-0.17,-0.79,0.39,1.18,0.0524,0.797,2.03,9.16,17.64,24.0,7.29,3.87
R-837,13639959261,13626183260,19.36,residential,,2,6.0,30,False,3,-1.21,-1.47,-0.79,0.68,0.0351,0.807,1.93,22.9,27.31,8.0,9.233,2.61
R-838,13639959261,13639959260,7.09,residential,,2,6.0,30,False,2,-0.95,-1.1,-0.79,0.31,0.0437,0.804,1.96,18.18,18.71,8.0,8.402,3.29
R-839,1375215100,1375215119,153.45,residential,S Nagar Road,2,6.0,30,False,19,2.81,2.19,3.76,1.57,0.0102,0.769,2.31,6.41,16.07,27.47,8.594,1.63
R-840,1375215100,14104987804,39.68,residential,Sunder Nagar Road Number 2,2,6.0,30,False,6,2.54,2.12,3.34,1.22,0.0307,0.771,2.29,3.28,4.34,3.67,7.753,1.66
R-841,1375215100,2244637027,35.49,residential,Sunder Nagar Road Number 2,2,6.0,30,False,5,4.13,3.34,4.59,1.25,0.0352,0.757,2.43,2.44,3.46,3.2,7.208,1.59
R-842,1375215119,1375215100,153.45,residential,S Nagar Road,2,6.0,30,False,19,2.81,2.19,3.76,1.57,0.0102,0.769,2.31,6.41,16.07,27.47,8.594,1.63
R-843,1375215119,245668000,42.9,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,5,2.98,2.3,3.76,1.46,0.034,0.768,2.32,2.31,3.44,32.0,8.342,1.88
R-844,1375215119,7404711455,95.82,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,11,5.98,3.76,7.97,4.21,0.0439,0.739,2.61,2.16,3.79,52.36,7.222,2.7
R-845,1375251567,245668185,40.24,residential,Pipeline Road,2,6.0,30,False,7,7.35,6.81,7.8,0.99,0.0246,0.726,2.74,1.06,1.37,1.57,6.802,2.56
R-846,1375251567,245668277,150.21,tertiary,Pipeline Road,2,8.0,40,False,17,6.97,5.79,8.74,2.95,0.0196,0.73,2.7,1.22,1.7,21.12,6.998,2.11
R-847,1375251567,5911310869,430.52,tertiary,,2,8.0,40,False,49,6.68,4.5,9.76,5.26,0.0122,0.733,2.67,2.4,14.19,27.02,7.476,2.1
R-848,13798210715,13798210737,8.15,residential,,2,6.0,30,False,2,-1.34,-1.89,-0.8,1.09,0.1337,0.808,1.92,52.42,56.44,4.0,9.681,4.0
R-849,13798210715,6926279721,49.99,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,7,-2.09,-2.41,-1.85,0.56,0.0112,0.815,1.85,30.65,48.41,6.29,8.916,3.65
R-850,13798210723,6926279717,56.29,residential,,2,6.0,30,False,4,5.4,4.99,5.66,0.67,0.0119,0.744,2.56,1.0,1.0,40.0,6.248,3.83
R-851,13798210725,13798210735,31.96,residential,,2,6.0,30,False,4,3.71,3.06,4.3,1.24,0.0388,0.761,2.39,1.03,1.11,96.0,6.29,3.26
R-852,13798210725,6926279716,26.82,residential,,2,6.0,30,False,3,1.22,-0.68,3.06,3.74,0.1394,0.784,2.16,21.7,43.26,85.33,7.34,3.95
R-853,13798210725,6926279717,28.31,residential,,2,6.0,30,False,4,4.03,3.06,4.99,1.93,0.0682,0.758,2.43,1.0,1.01,96.0,6.248,3.26
R-854,13798210730,6926279716,56.49,residential,,2,6.0,30,False,7,-1.17,-2.62,1.18,3.8,0.0673,0.806,1.94,36.8,65.69,0.71,8.469,4.43
R-855,13798210735,13798210725,31.96,residential,,2,6.0,30,False,4,3.71,3.06,4.3,1.24,0.0388,0.761,2.39,1.03,1.11,96.0,6.29,3.26
R-856,13798210735,13798210737,155.84,residential,,2,6.0,30,False,16,2.08,-0.8,4.3,5.1,0.0327,0.776,2.24,9.34,56.44,7.5,6.965,3.32
R-857,13798210735,6926279717,15.95,residential,,2,6.0,30,False,2,4.64,4.3,4.99,0.69,0.0433,0.752,2.49,1.0,1.0,64.0,6.477,2.61
R-858,13798210737,13798210715,8.15,residential,,2,6.0,30,False,2,-1.34,-1.89,-0.8,1.09,0.1337,0.808,1.92,52.42,56.44,4.0,9.681,4.0
R-859,13798210737,13798210735,155.84,residential,,2,6.0,30,False,16,2.08,-0.8,4.3,5.1,0.0327,0.776,2.24,9.34,56.44,7.5,6.965,3.32
R-860,13798210737,13798210738,51.18,residential,,2,6.0,30,False,7,-1.96,-2.74,-0.8,1.94,0.0379,0.814,1.86,43.36,56.8,4.57,9.303,3.96
R-861,13798210738,13798210737,51.18,residential,,2,6.0,30,False,7,-1.96,-2.74,-0.8,1.94,0.0379,0.814,1.86,43.36,56.8,4.57,9.303,3.96
R-862,13798210738,6926279716,18.95,residential,,2,6.0,30,False,3,-2.01,-2.74,-0.68,2.06,0.1087,0.814,1.86,53.61,65.69,0.0,9.47,
R-863,13798210738,6926279721,8.99,residential,,2,6.0,30,False,2,-2.58,-2.74,-2.41,0.33,0.0367,0.819,1.81,40.67,51.89,4.0,9.259,
R-864,13798244194,10245790327,10.55,residential,,2,6.0,30,True,3,6.97,6.44,7.41,0.97,0.0919,0.73,2.7,1.0,1.0,11.0,6.609,2.46
R-865,13798244194,13798244195,31.94,residential,,2,6.0,30,False,4,6.74,6.44,7.05,0.61,0.0191,0.732,2.68,1.0,1.0,13.0,6.274,3.01
R-866,13798244195,13798244194,31.94,residential,,2,6.0,30,False,4,6.74,6.44,7.05,0.61,0.0191,0.732,2.68,1.0,1.0,13.0,6.274,3.01
R-867,13798244195,13798244196,156.29,residential,,2,6.0,30,True,18,3.86,2.22,6.71,4.49,0.0287,0.759,2.41,22.21,53.03,4.17,7.887,3.04
R-868,13798244196,13798244194,27.04,residential,,2,6.0,30,True,4,5.41,4.25,6.44,2.19,0.081,0.745,2.56,8.31,18.18,20.0,6.771,3.27
R-869,13798244196,13798244197,24.98,residential,,2,6.0,30,False,4,4.76,4.25,5.28,1.03,0.0412,0.751,2.5,10.35,18.18,32.0,6.976,2.73
R-870,13798244197,13798244196,24.98,residential,,2,6.0,30,False,4,4.76,4.25,5.28,1.03,0.0412,0.75,2.5,10.35,18.18,32.0,6.977,2.73
R-871,13798296276,13798296277,6.17,residential,,2,6.0,30,False,1,5.72,5.72,5.72,0.0,0.0,0.742,2.58,2.28,2.28,8.0,6.927,3.54
R-872,13798296276,13798296286,48.23,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,6,6.62,5.72,7.37,1.65,0.0342,0.733,2.67,1.39,2.28,9.67,6.674,2.99
R-873,13798296277,13798296276,6.17,residential,,2,6.0,30,False,1,5.72,5.72,5.72,0.0,0.0,0.742,2.58,2.28,2.28,8.0,6.927,3.54
R-874,13798296277,13798296287,13.51,residential,,2,6.0,30,False,3,5.69,5.51,5.84,0.33,0.0244,0.742,2.58,2.18,2.41,8.0,6.869,3.8
R-875,13798296277,13798296297,19.63,residential,,2,6.0,30,False,3,4.96,4.13,5.72,1.59,0.081,0.749,2.51,3.59,5.14,8.0,7.067,3.85
R-876,13798296286,10245790327,5.22,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,2,7.16,6.91,7.41,0.5,0.0958,0.728,2.72,1.0,1.0,1.0,6.812,2.21
R-877,13798296286,13798296288,7.22,residential,,2,6.0,30,False,1,6.91,6.91,6.91,0.0,0.0,0.73,2.7,1.0,1.0,1.0,6.638,2.6
R-878,13798296287,13798296277,13.51,residential,,2,6.0,30,False,3,5.69,5.51,5.84,0.33,0.0244,0.742,2.58,2.18,2.41,8.0,6.869,3.8
R-879,13798296288,13798296286,7.22,residential,,2,6.0,30,False,1,6.91,6.91,6.91,0.0,0.0,0.73,2.7,1.0,1.0,1.0,6.638,2.6
R-880,13798296288,13798296289,87.25,residential,,2,6.0,30,False,10,3.82,2.15,6.91,4.76,0.0546,0.759,2.41,20.04,39.03,10.3,8.136,3.26
R-881,13798296288,13815611429,23.66,residential,,2,6.0,30,False,4,6.4,5.8,6.91,1.11,0.0469,0.735,2.65,1.23,1.58,12.25,6.36,3.37
R-882,13798296289,13798296288,87.25,residential,,2,6.0,30,False,10,3.82,2.15,6.91,4.76,0.0546,0.759,2.41,20.04,39.03,10.3,8.136,3.26
R-883,13798296289,13798296297,14.44,residential,,2,6.0,30,False,3,3.3,2.56,4.13,1.57,0.1087,0.764,2.36,7.99,11.89,5.33,7.692,3.86
R-884,13798296289,13798296297,63.43,residential,,2,6.0,30,False,8,3.82,2.56,5.12,2.56,0.0404,0.759,2.41,8.82,23.24,22.0,7.268,4.03
R-885,13798296297,13798296277,19.63,residential,,2,6.0,30,False,3,4.96,4.13,5.72,1.59,0.081,0.749,2.51,3.59,5.14,8.0,7.067,3.85
R-886,13798296297,13798296289,14.44,residential,,2,6.0,30,False,3,3.3,2.56,4.13,1.57,0.1087,0.764,2.36,7.99,11.89,5.33,7.692,3.86
R-887,13798296297,13798296289,63.43,residential,,2,6.0,30,False,8,3.82,2.56,5.12,2.56,0.0404,0.759,2.41,8.82,23.24,22.0,7.268,4.03
R-888,13815611429,13798296288,23.66,residential,,2,6.0,30,False,4,6.4,5.8,6.91,1.11,0.0469,0.735,2.65,1.23,1.58,12.25,6.36,3.36
R-889,14090541020,10279771623,45.09,primary,Bandra Kurla Complex Road,3,14.0,50,True,1,1.54,1.54,1.54,0.0,0.0,0.781,2.19,3.95,3.95,8.0,7.675,
R-890,14104987804,1375215100,39.68,residential,Sunder Nagar Road Number 2,2,6.0,30,False,6,2.54,2.12,3.34,1.22,0.0307,0.771,2.29,3.28,4.34,3.67,7.753,1.66
R-891,14104987804,245667863,4.84,residential,Sunder Nagar Road Number 2,2,6.0,30,False,2,2.19,2.13,2.24,0.11,0.0227,0.774,2.25,2.06,2.32,2.5,7.809,1.57
R-892,14104987804,2897024862,300.37,secondary,Vidya Nagari Marg,2,10.0,40,True,34,9.18,2.0,17.21,15.21,0.0506,0.709,2.91,5.37,25.82,26.47,6.756,6.34
R-893,14104987809,2244637021,74.16,residential,,2,6.0,30,False,9,4.63,3.54,5.29,1.75,0.0236,0.752,2.48,4.27,13.9,11.78,7.103,3.2
R-894,14130497014,14130497015,20.82,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-895,14130497014,245668208,194.59,residential,St Anthony Road,2,6.0,30,False,0,,,,,,,,,,,,
R-896,14130497014,9684698224,20.89,residential,St Anthony Road,2,6.0,30,False,0,,,,,,,,,,,,
R-897,14130497015,14130497014,20.82,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-898,14130497022,9684698224,12.76,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-899,1934627523,245667676,129.94,residential,,2,6.0,30,False,15,5.01,3.01,8.57,5.56,0.0428,0.748,2.52,29.84,70.03,10.27,8.249,5.37
R-900,1934627523,245667685,78.23,residential,,2,6.0,30,False,10,8.36,7.02,9.7,2.68,0.0343,0.717,2.83,3.31,5.01,17.6,6.192,9.09
R-901,1934627523,6490872923,21.5,residential,,2,6.0,30,False,3,8.94,7.28,10.87,3.59,0.167,0.711,2.89,3.69,5.01,8.0,6.317,10.37
R-902,2244637004,13614452347,193.91,trunk,Santa Cruz – Chembur Link Road,3,18.0,60,True,22,3.82,1.44,5.42,3.98,0.0205,0.76,2.4,7.46,36.93,56.95,7.905,1.83
R-903,2244637004,2244637007,89.18,residential,,2,6.0,30,False,12,6.29,4.0,9.33,5.33,0.0598,0.736,2.64,2.49,5.38,29.33,7.165,3.26
R-904,2244637004,245667542,25.01,residential,,2,6.0,30,False,4,4.09,4.0,4.35,0.35,0.014,0.757,2.43,7.78,9.67,10.0,8.801,2.07
R-905,2244637007,13408237102,132.8,residential,,2,6.0,30,False,19,8.33,4.91,11.61,6.7,0.0505,0.717,2.83,4.9,12.9,73.47,6.71,6.07
R-906,2244637007,2244637004,89.18,residential,,2,6.0,30,False,12,6.29,4.0,9.33,5.33,0.0598,0.737,2.64,2.49,5.38,29.33,7.165,3.26
R-907,2244637007,245667730,204.59,residential,Vidhya Nagari Street,2,6.0,30,False,23,14.68,8.56,21.45,12.89,0.063,0.657,3.43,2.34,6.12,30.43,6.008,7.73
R-908,2244637012,11054646813,57.63,residential,Sunder Nagar Road Number 2,2,6.0,30,False,7,6.21,3.59,8.58,4.99,0.0866,0.737,2.63,2.51,5.53,2.57,6.101,7.61
R-909,2244637012,6491091371,66.53,residential,,2,6.0,30,False,8,4.02,3.06,5.06,2.0,0.0301,0.758,2.42,4.15,5.7,33.38,6.683,6.53
R-910,2244637012,6491091372,66.0,residential,Sunder Nagar Road Number 2,2,6.0,30,False,8,5.69,3.59,7.49,3.9,0.0591,0.742,2.58,3.47,5.53,1.75,6.457,7.44
R-911,2244637013,245667730,33.76,residential,,2,6.0,30,False,6,7.43,6.56,8.56,2.0,0.0592,0.725,2.74,4.29,5.01,2.67,6.966,5.35
R-912,2244637013,245667764,7.33,residential,,2,6.0,30,False,1,6.56,6.56,6.56,0.0,0.0,0.734,2.66,3.17,3.17,2.0,6.862,4.27
R-913,2244637013,6554271024,71.18,residential,,2,6.0,30,False,9,7.17,6.51,7.97,1.46,0.0205,0.728,2.72,3.16,5.83,4.67,6.854,3.99
R-914,2244637021,14104987809,74.16,residential,,2,6.0,30,False,9,4.63,3.54,5.29,1.75,0.0236,0.752,2.48,4.27,13.9,11.78,7.103,3.2
R-915,2244637021,2244637027,74.94,residential,,2,6.0,30,False,11,4.63,4.2,4.94,0.74,0.0099,0.752,2.48,2.31,5.17,3.82,7.665,1.23
R-916,2244637021,245667764,103.45,residential,,2,6.0,30,False,14,5.2,4.59,6.56,1.97,0.019,0.747,2.53,4.32,9.57,3.29,7.352,2.74
R-917,2244637021,6554271024,67.22,residential,,2,6.0,30,False,7,5.7,4.94,6.6,1.66,0.0247,0.742,2.58,4.6,7.18,3.14,7.492,3.46
R-918,2244637026,2244637067,191.26,residential,,2,6.0,30,False,23,3.58,-0.74,10.44,11.18,0.0585,0.762,2.38,6.23,24.32,11.3,6.826,5.48
R-919,2244637026,4342420383,43.76,residential,,2,6.0,30,False,6,8.53,5.73,10.81,5.08,0.1161,0.715,2.85,1.25,1.83,6.5,6.144,5.07
R-920,2244637026,6554206834,113.08,residential,,2,6.0,30,False,12,6.85,5.17,9.8,4.63,0.0409,0.731,2.69,2.63,6.24,15.0,6.988,3.79
R-921,2244637027,1375215100,35.49,residential,Sunder Nagar Road Number 2,2,6.0,30,False,5,4.13,3.34,4.59,1.25,0.0352,0.757,2.43,2.44,3.46,3.2,7.208,1.59
R-922,2244637027,2244637021,74.94,residential,,2,6.0,30,False,11,4.63,4.2,4.94,0.74,0.0099,0.752,2.48,2.31,5.17,3.82,7.665,1.23
R-923,2244637027,6490968308,168.17,residential,Sunder Nagar Road Number 2,2,6.0,30,False,20,3.66,1.87,9.99,8.12,0.0483,0.761,2.39,16.06,51.56,35.15,8.445,3.37
R-924,2244637034,2244637056,315.81,residential,,2,6.0,30,False,20,5.57,1.86,8.98,7.12,0.0225,0.743,2.57,3.27,11.48,7.75,6.656,4.76
R-925,2244637034,4342420383,83.76,residential,,2,6.0,30,False,10,4.17,3.24,5.73,2.49,0.0297,0.756,2.44,5.83,8.45,4.2,7.509,4.19
R-926,2244637034,4342420490,83.59,residential,,2,6.0,30,False,11,2.35,1.05,3.87,2.82,0.0337,0.773,2.27,14.07,24.58,28.36,7.889,3.81
R-927,2244637056,11054673420,46.64,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-928,2244637056,2244637034,315.81,residential,,2,6.0,30,False,20,5.57,1.86,8.98,7.12,0.0225,0.743,2.57,3.27,11.48,7.75,6.656,4.76
R-929,2244637056,622060872,101.59,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-930,2244637067,2244637026,191.26,residential,,2,6.0,30,False,23,3.58,-0.74,10.44,11.18,0.0585,0.762,2.38,6.23,24.32,11.3,6.826,5.48
R-931,2244637067,6554236440,32.92,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,4,3.83,2.59,5.58,2.99,0.0908,0.759,2.4,1.59,2.05,2.0,6.475,4.66
R-932,2244637067,6554236441,210.33,tertiary,Jawaharlal Nehru Road,2,8.0,40,False,12,1.14,-0.28,3.15,3.43,0.0163,0.785,2.15,2.94,5.39,22.58,7.15,3.89
R-933,2244637068,10923690293,48.3,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-934,2244637068,245668029,141.2,residential,Church Road,2,6.0,30,False,0,,,,,,,,,,,,
R-935,2244637068,622060802,19.11,residential,Church Road,2,6.0,30,False,0,,,,,,,,,,,,
R-936,2244797470,2804520131,226.51,residential,,2,6.0,30,False,27,4.42,1.12,7.57,6.45,0.0285,0.754,2.46,3.55,11.23,36.0,7.244,2.86
R-937,2244797686,10925931739,51.06,residential,,2,6.0,30,False,7,3.15,1.52,4.67,3.15,0.0617,0.766,2.34,1.73,2.5,20.71,6.88,3.29
R-938,2244797686,11046194845,23.64,residential,Siddharth Nagar Road,2,6.0,30,False,4,1.03,0.59,1.52,0.93,0.0393,0.786,2.14,3.83,4.82,32.0,7.754,3.11
R-939,2244797686,13601073293,20.6,residential,Siddharth Nagar Road,2,6.0,30,False,4,1.09,0.5,1.52,1.02,0.0495,0.785,2.15,10.44,22.31,24.0,8.591,2.33
R-940,2244797706,13619539396,35.28,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-941,2244797706,13619570121,14.73,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-942,2244797706,245668374,37.97,residential,,2,6.0,30,False,0,,,,,,,,,,,,
R-943,2439333822,10696472349,119.0,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,16,4.6,4.02,6.82,2.8,0.0235,0.752,2.48,4.62,8.4,15.19,8.28,1.7
R-944,2439333822,13638535655,45.9,residential,Ramakrishna Paramahansa Marg,2,6.0,30,False,5,4.62,4.47,4.77,0.3,0.0065,0.752,2.48,4.35,7.57,2.8,8.357,1.18
R-945,2439333822,13638535656,61.17,residential,,2,6.0,30,False,8,4.12,3.26,4.56,1.3,0.0213,0.757,2.43,5.83,15.71,32.75,8.126,1.46
